date, pm25, pm10, o3, no2, so2, co
2019/6/13, 38, 42, 42, 16, , 4
2019/6/14, 62, 49, 28, 12, , 2
2019/6/15, 68, 46, 27, 7, , 2
2019/6/16, 71, 33, 26, 9, , 2
2019/6/17, 49, 30, 17, 10, , 3
2019/6/18, 37, 31, 9, 6, , 1
2019/6/19, 35, 33, 7, 5, , 2
2019/6/20, 42, 33, 6, 5, , 
2019/6/21, 38, 35, 6, 4, , 2
2019/6/22, 43, 35, 6, 3, , 1
2019/6/23, 40, 36, 8, 9, 8, 5
2019/6/24, 42, 31, 10, 19, , 2
2019/6/25, 48, 32, 11, 11, , 2
2019/6/26, 47, 36, 10, 8, , 3
2019/6/27, 56, 37, 13, 6, 53, 3
2019/6/28, 51, 36, 14, 6, , 2
2019/6/29, 52, 31, 12, 9, , 3
2019/6/30, 49, 34, 11, 13, , 5
2019/1/1, 82, 43, 4, 12, 4, 6
2019/1/2, 102, 40, 5, 13, 4, 3
2019/1/3, 94, 64, , 18, 4, 6
2019/1/4, 152, 71, 13, 19, 4, 7
2019/1/5, 168, 52, 6, 12, 4, 4
2019/1/6, 126, 76, 1, 20, 4, 4
2019/1/7, 144, 67, 1, 15, 4, 3
2019/1/8, 142, 42, 9, 11, 2, 3
2019/1/9, 94, 62, 4, 28, 1, 6
2019/1/10, 145, 67, 6, 31, 1, 6
2019/1/11, 160, 90, 7, 35, 1, 10
2019/1/12, 186, 58, 5, 17, , 9
2019/1/13, 146, 51, 12, 19, , 7
2019/1/14, 126, 56, 11, 25, , 7
2019/1/15, 133, 51, 3, 11, , 8
2019/1/16, 87, 53, 23, 12, , 8
2019/1/17, 103, 56, 27, 13, , 7
2019/1/18, 120, 59, 11, 16, 12, 5
2019/1/19, 109, 53, 13, 24, 6, 4
2019/1/20, 106, 51, 9, 18, 14, 7
2019/1/21, 100, 72, 13, 18, 11, 5
2019/1/22, 156, 60, 6, 28, 3, 4
2019/1/23, 117, 61, 13, 24, 5, 6
2019/1/24, 136, 54, 13, 32, 2, 4
2019/1/25, 121, 62, 14, 29, 3, 6
2019/1/26, 125, 54, 16, 16, 12, 4
2019/1/27, 110, 43, 14, 17, 14, 3
2019/1/28, 79, 50, 12, 19, 7, 4
2019/1/29, 83, 49, 12, 17, 2, 4
2019/1/30, 76, 46, 20, 22, 1, 4
2019/1/31, 87, 36, 20, 12, 1, 7
2019/2/1, 79, 47, 15, 12, , 3
2019/2/2, 80, 54, 13, 15, , 4
2019/2/3, 77, 50, 16, 19, , 5
2019/2/4, 86, 54, 15, 11, , 5
2019/2/5, 87, 47, 16, 9, , 5
2019/2/6, 77, 33, 14, 8, , 4
2019/2/7, 71, 40, 12, 9, 3, 5
2019/2/8, 69, 43, 10, 7, , 3
2019/2/9, 67, 33, 9, 9, , 3
2019/2/10, 58, 40, 5, 7, , 5
2019/2/11, 63, 37, 10, 8, , 5
2019/2/12, 60, 42, 9, 17, 1, 4
2019/2/13, 76, 36, 11, 6, , 3
2019/2/14, 58, 36, 11, 10, , 4
2019/2/15, 57, 37, 10, 11, 1, 4
2019/2/16, 60, 33, 13, 9, 1, 4
2019/2/17, 52, 31, 11, 10, , 3
2019/2/18, 48, 31, 7, 13, , 5
2019/2/19, 49, 39, 8, 10, , 6
2019/2/20, 64, 47, 20, 13, 1, 5
2019/2/21, 86, 42, 15, 12, 1, 7
2019/2/22, 73, 40, 6, 12, 1, 7
2019/2/23, 71, 34, 4, 9, 1, 7
2019/2/24, 67, 52, 17, 11, 1, 6
2019/2/25, 99, 57, 12, 13, 4, 8
2019/2/26, 104, 51, 11, 20, 1, 6
2019/2/27, 96, 43, 14, 15, 3, 6
2019/2/28, 81, 42, 12, 11, 1, 5
2019/3/1, 75, 44, 12, 11, , 5
2019/3/2, 76, 43, 16, 16, 1, 5
2019/3/3, 81, 47, 13, 15, 7, 6
2019/3/4, 85, 39, 14, 10, , 5
2019/3/5, 61, 40, 7, 19, , 5
2019/3/6, 72, 30, 4, 12, , 6
2019/3/7, 53, 28, 12, 11, , 5
2019/3/8, 52, 38, 10, 17, 1, 6
2019/3/9, 67, 35, 5, 7, 1, 7
2019/3/10, 69, 49, 13, 15, 1, 5
2019/3/11, 103, 50, 15, 18, 1, 6
2019/3/12, 102, 55, 17, 13, 6, 5
2019/3/13, 106, 46, 16, 20, 1, 4
2019/3/14, 101, 56, 12, 13, 1, 5
2019/3/15, 114, 49, 13, 13, 1, 4
2019/3/16, 86, 54, 22, 10, 1, 4
2019/3/17, 95, 45, 19, 15, , 4
2019/3/18, 80, 46, 10, 13, , 4
2019/3/19, 87, 40, 15, 11, 1, 4
2019/3/20, 71, 33, 11, 7, , 4
2019/3/21, 58, 39, 9, 11, , 3
2019/3/22, 57, 34, 6, 13, 1, 5
2019/3/23, 61, 33, 5, 11, 1, 4
2019/3/24, 53, 42, 9, 20, 1, 5
2019/3/25, 81, 56, 16, 24, 1, 5
2019/3/26, 104, 41, 15, 16, 1, 3
2019/3/27, 70, 44, 15, 15, 1, 3
2019/3/28, 72, 40, 9, 13, 1, 4
2019/3/29, 62, 46, 12, 18, 1, 4
2019/3/30, 83, 47, 22, 13, 1, 3
2019/3/31, 79, 55, 19, 17, 1, 4
2018/10/1, 97, 60, 39, 14, 3, 6
2018/10/2, 93, 60, 63, 15, 3, 6
2018/10/3, 95, 60, 60, 23, 3, 5
2018/10/4, 97, 58, 66, 16, 4, 4
2018/10/5, 94, 53, 34, 11, 4, 4
2018/10/6, 87, 51, , 13, 3, 6
2018/10/7, 98, 48, 35, 11, 3, 5
2018/10/8, 84, 47, 34, 10, 2, 5
2018/10/9, 78, 57, 32, 18, 2, 6
2018/10/10, 106, 47, 23, 10, 3, 6
2018/10/11, 77, 53, 39, 12, 3, 5
2018/10/12, 96, 43, 25, 14, 3, 5
2018/10/13, 70, 47, 29, 10, 2, 4
2018/10/14, 66, 39, 24, 9, 2, 4
2018/10/15, 66, 47, 16, 18, 3, 7
2018/10/16, 84, 41, 6, 9, 3, 6
2018/10/17, 66, 34, 7, 11, 2, 4
2018/10/18, 66, 53, 20, 13, 3, 2
2018/10/19, 86, 42, 24, 12, 2, 2
2018/10/20, 67, 44, 27, 9, 2, 3
2018/10/21, 73, 40, 21, 13, 3, 3
2018/10/22, 76, 57, 30, 24, 3, 5
2018/10/23, 103, 49, 27, 16, 3, 4
2018/10/24, 87, 49, 31, 12, 3, 3
2018/10/25, 78, 61, 29, 25, 3, 5
2018/10/26, 110, 57, 40, 17, 3, 5
2018/10/27, 92, 59, 39, 21, 4, 4
2018/10/28, 75, 59, 34, 24, 4, 4
2018/10/29, 79, 44, 36, 22, 4, 4
2018/10/30, 78, 42, 31, 16, 3, 4
2018/10/31, 82, 56, 29, 17, 7, 6
2018/11/1, 85, 47, 20, 17, 3, 6
2018/11/2, 112, 51, 16, 23, 3, 6
2018/11/3, 86, 47, 11, 21, 3, 5
2018/11/4, 88, 44, 15, 18, 3, 4
2018/11/5, 75, 41, 17, 15, 3, 3
2018/11/6, 62, 45, 14, 17, 3, 2
2018/11/7, 72, 69, 22, 29, 4, 6
2018/11/8, 138, 50, 24, 22, 4, 6
2018/11/9, 84, 39, 18, 16, 3, 7
2018/11/10, 76, 44, 20, 15, 3, 6
2018/11/11, 81, 63, 52, 28, 4, 6
2018/11/12, 112, 54, 20, 21, 4, 6
2018/11/13, 79, 44, 20, 14, 4, 4
2018/11/14, 75, 49, 23, 13, 3, 4
2018/11/15, 71, 40, 21, 13, 3, 3
2018/11/16, 68, 57, 7, 23, 3, 6
2018/11/17, 99, 44, 15, 16, 3, 5
2018/11/18, 70, 60, 26, 24, 4, 8
2018/11/19, 99, 53, 14, 18, 4, 7
2018/11/20, 84, 51, 19, 16, 3, 5
2018/11/21, 83, 52, 19, 13, 4, 5
2018/11/22, 82, 60, 22, 16, 4, 5
2018/11/23, 122, 56, 14, 17, 4, 5
2018/11/24, 103, 50, 12, 14, 3, 5
2018/11/25, 105, 39, 14, 17, 3, 5
2018/11/26, 75, 59, 7, 22, 3, 6
2018/11/27, 122, 52, 8, 17, 3, 5
2018/11/28, 114, 59, 15, 13, 4, 5
2018/11/29, 117, 51, 19, 13, 3, 2
2018/11/30, 88, 51, 18, 15, 3, 2
2018/12/1, 83, 49, 15, 12, 3, 3
2018/12/2, 80, 46, 11, 15, 3, 3
2018/12/3, 73, 43, 8, 24, 4, 4
2018/12/4, 71, 52, 13, 23, 6, 6
2018/12/5, 81, 42, 13, 19, 3, 3
2018/12/6, 69, 57, 10, 17, 4, 8
2018/12/7, 85, 44, 3, 11, 4, 6
2018/12/8, 68, 39, , 8, 4, 7
2018/12/9, 69, 43, , 11, 7, 7
2018/12/10, 72, 48, 1, 12, 6, 8
2018/12/11, 78, 40, 1, 9, 6, 6
2018/12/12, 71, 46, 7, 11, 9, 8
2018/12/13, 92, 44, 7, 16, 7, 5
2018/12/14, 86, 57, 3, 27, 9, 6
2018/12/15, 103, 49, 1, 23, 33, 8
2018/12/16, 108, 50, 16, 21, 17, 6
2018/12/17, 80, 54, 15, 25, 16, 9
2018/12/18, 92, 55, 16, 24, 19, 7
2018/12/19, 84, 50, 17, 15, 9, 5
2018/12/20, 81, 43, 10, 17, 8, 5
2018/12/21, 76, 48, 18, 18, 10, 6
2018/12/22, 102, 45, 9, 20, 8, 6
2018/12/23, 82, 39, 5, 14, 7, 3
2018/12/24, 72, 60, 4, 20, 6, 6
2018/12/25, 107, 69, 21, 32, 7, 7
2018/12/26, 121, 62, 36, 16, 7, 5
2018/12/27, 106, 52, 12, 11, 7, 5
2018/12/28, 92, 41, 2, 9, 3, 1
2018/12/29, 73, 57, 6, 9, 4, 2
2018/12/30, 123, , , , , 
2018/8/7, 60, 51, 20, 16, 2, 
2018/8/8, 71, 40, 10, 9, 2, 3
2018/8/9, 49, 29, 8, 10, 1, 3
2018/8/10, 26, 28, 13, 8, 1, 4
2018/8/11, 32, 24, 14, 9, 1, 4
2018/8/12, 25, 31, 13, 13, 2, 4
2018/8/13, 42, 31, 17, 11, 1, 4
2018/8/14, 38, 36, 17, 9, 2, 5
2018/8/15, 53, 34, , , 1, 
2018/8/16, 48, 32, 2, 21, 2, 10
2018/8/17, 45, 34, 8, 16, 2, 7
2018/8/18, 51, 37, 17, 13, 2, 10
2018/8/19, 59, 46, 24, 15, 2, 7
2018/8/20, 76, 53, 53, 18, 2, 6
2018/8/21, 110, 52, 48, 14, 2, 5
2018/8/22, 94, 46, 30, 14, 2, 6
2018/8/23, 71, 58, 53, 17, 3, 7
2018/8/24, 105, 63, 30, 15, 3, 8
2018/8/25, 110, 56, 65, 16, 3, 7
2018/8/26, 85, 45, 38, 13, 5, 9
2018/8/27, 81, 39, 27, 14, 2, 7
2018/8/28, 70, 36, 16, 7, 2, 5
2018/8/29, 51, 50, 13, 4, 2, 4
2018/8/30, 60, 47, 12, 6, 2, 4
2018/8/31, 55, 35, 8, 8, 2, 5
2018/9/1, 51, 28, 7, 9, 2, 5
2018/9/2, 41, 34, 5, 11, 5, 7
2018/9/3, 53, 38, 12, 10, 2, 5
2018/9/4, 58, 42, 23, 11, 2, 5
2018/9/5, 67, 35, 18, 9, 2, 5
2018/9/6, 56, 34, 15, 11, 2, 5
2018/9/7, 54, 50, 35, 14, 2, 7
2018/9/8, 86, 50, 17, 6, 2, 5
2018/9/9, 93, 40, 28, 16, 2, 6
2018/9/10, 67, 64, 75, 18, 3, 5
2018/9/11, 120, 48, 23, 12, 3, 2
2018/9/12, 60, 35, 18, 12, 2, 3
2018/9/13, 50, 45, 45, 15, 3, 3
2018/9/14, 70, 44, 41, 12, 2, 2
2018/9/15, 73, 41, 10, 3, 2, 3
2018/9/16, 50, 38, 8, 4, 2, 4
2018/9/17, 49, 38, 7, 7, 2, 3
2018/9/18, 54, 44, 18, 15, 2, 3
2018/9/19, 71, 37, 13, 11, 2, 3
2018/9/20, 59, 34, 9, 9, 2, 3
2018/9/21, 49, 37, 10, 11, 2, 3
2018/9/22, 57, 26, 6, 7, 2, 2
2018/9/23, 46, 30, 10, 11, 2, 3
2018/9/24, 44, 41, 24, 8, 2, 4
2018/9/25, 64, 43, 29, 10, 2, 3
2018/9/26, 64, 42, 28, 14, 2, 3
2018/9/27, 79, 57, 28, 18, 3, 6
2018/9/28, 104, 52, 45, 15, 3, 5
2018/9/29, 94, 53, 51, 13, 3, 5
2018/9/30, 84, 55, 48, 15, 3, 6
2017/7/1, 33, 16, 13, 2, , 4
2017/7/2, 39, 18, 15, 7, , 5
2017/7/3, 42, 16, 14, 7, , 4
2017/7/4, 35, 13, 9, 12, , 4
2017/7/5, 35, 14, 8, 14, 2, 4
2017/7/6, 36, 12, 11, 10, 2, 4
2017/7/7, 44, 20, 12, 10, 3, 4
2017/7/8, 47, 16, 12, 6, , 4
2017/7/9, 44, 16, 11, 7, , 4
2017/7/10, 40, 13, 11, 10, , 4
2017/7/11, 32, 14, 10, 14, 3, 4
2017/7/12, 41, 16, 9, 13, 2, 4
2017/7/13, 49, 12, 10, 11, 1, 4
2017/7/14, 34, 12, 8, 11, , 4
2017/7/15, 25, 12, 8, 12, , 4
2017/7/16, 25, 12, 9, 11, , 4
2017/7/17, 28, 14, 7, 12, 2, 4
2017/7/18, 39, 16, 6, 14, 1, 5
2017/7/19, 48, 18, 7, 14, 2, 5
2017/7/20, 44, 21, 11, 15, 2, 4
2017/7/21, 46, 16, 11, 16, 2, 3
2017/7/22, 39, 22, 9, 16, 1, 4
2017/7/23, 51, 11, 10, 14, 1, 4
2017/7/24, 32, 11, 11, 16, 1, 4
2017/7/25, 33, 16, 11, 16, 3, 4
2017/7/26, 54, 25, 44, 21, 1, 4
2017/7/27, 63, 27, 61, 22, 2, 5
2017/7/28, 62, 47, 37, 25, 2, 6
2017/7/29, 96, 54, 58, 18, 3, 7
2017/7/30, 125, 43, 28, 14, , 7
2017/7/31, 97, 30, 21, 10, , 6
2017/8/1, 64, , , , , 
2017/4/1, 92, , 57, 21, 3, 6
2017/4/2, 102, , 49, 17, 3, 5
2017/4/3, 101, , 49, 11, 3, 4
2017/4/4, 100, , 42, 15, 3, 4
2017/4/5, 93, , 32, 22, 4, 5
2017/4/6, 94, , 15, 16, 5, 5
2017/4/7, 91, , 11, 17, 7, 5
2017/4/8, 94, , 16, 8, 3, 5
2017/4/9, 67, , 12, 4, 1, 5
2017/4/10, 51, , 12, 8, 1, 6
2017/4/11, 59, , 8, 13, 2, 8
2017/4/12, 85, , 11, 20, 3, 8
2017/4/13, 103, , 22, 28, 4, 7
2017/4/14, 92, , 29, 25, 5, 6
2017/4/15, 97, , 20, 20, 7, 5
2017/4/16, 88, , 24, 9, 3, 5
2017/4/17, 79, , 32, 14, 3, 7
2017/4/18, 96, 16, 21, 10, 1, 5
2017/4/19, 56, 18, 18, 8, 1, 5
2017/4/20, 54, 27, 17, 9, 1, 6
2017/4/21, 65, 42, 36, 14, 2, 5
2017/4/22, 92, 43, 9, 23, 3, 6
2017/4/23, 92, 45, 39, 21, 2, 6
2017/4/24, 93, 38, 41, 11, 1, 6
2017/4/25, 79, 48, 31, 19, 3, 7
2017/4/26, 111, 32, 18, 16, 2, 7
2017/4/27, 92, 36, 41, 17, 4, 5
2017/4/28, 95, 50, 75, 23, 4, 6
2017/4/29, 102, 41, 47, 17, 3, 5
2017/4/30, 88, 39, 48, 11, 4, 5
2017/5/1, 85, 38, 31, 11, 5, 4
2017/5/2, 89, 29, 19, 4, 2, 5
2017/5/3, 66, 27, 16, 16, 2, 6
2017/5/4, 67, 55, 109, 28, 4, 8
2017/5/5, 128, 60, 106, 25, 5, 8
2017/5/6, 141, 34, 51, 7, 2, 6
2017/5/7, 90, 28, 41, 7, 3, 5
2017/5/8, 68, 42, 60, 17, 2, 6
2017/5/9, 109, 67, 106, 33, 4, 9
2017/5/10, 148, 37, 51, 19, 5, 6
2017/5/11, 99, 44, 39, 14, 4, 5
2017/5/12, 95, 48, 16, 21, 3, 6
2017/5/13, 91, 31, 33, 21, 4, 5
2017/5/14, 80, 18, 21, 11, 2, 4
2017/5/15, 47, 19, 64, 13, 2, 5
2017/5/16, 56, 30, 32, 23, 4, 5
2017/5/17, 82, 30, 43, 13, 2, 5
2017/5/18, 78, 35, 40, 18, 2, 4
2017/5/19, 80, 25, 28, 22, 2, 5
2017/5/20, 62, 22, 32, 7, 1, 4
2017/5/21, 60, 26, 25, 8, 1, 4
2017/5/22, 64, 35, 20, 17, 4, 4
2017/5/23, 84, 31, 14, 14, 2, 6
2017/5/24, 87, 38, 75, 15, 3, 7
2017/5/25, 97, 41, 24, 23, 3, 6
2017/5/26, 98, 37, 60, 21, 4, 5
2017/5/27, 89, 43, 65, 19, 3, 5
2017/5/28, 94, 31, 46, 12, 2, 4
2017/5/29, 70, 33, 36, 13, 3, 4
2017/5/30, 80, 26, 25, 6, 1, 4
2017/5/31, 62, 23, 18, 2, 1, 4
2017/6/1, 50, 31, 19, 2, 1, 4
2017/6/2, 57, 33, 20, 4, 1, 5
2017/6/3, 64, 26, 18, 2, 1, 4
2017/6/4, 53, 25, 19, 3, 1, 4
2017/6/5, 55, 18, 16, 4, 1, 4
2017/6/6, 47, 14, 14, 3, 1, 4
2017/6/7, 34, 13, 12, 5, 2, 4
2017/6/8, 39, 21, 9, 8, 4, 5
2017/6/9, 58, 17, 11, 5, 2, 5
2017/6/10, 52, 12, 14, 3, 1, 5
2017/6/11, 40, 17, 12, 7, 2, 5
2017/6/12, 39, 18, 14, 6, , 5
2017/6/13, 40, 36, 15, 8, , 5
2017/6/14, 64, 32, 16, 3, , 5
2017/6/15, 59, 26, 15, 3, , 5
2017/6/16, 55, 14, 12, 10, , 6
2017/6/17, 41, 9, 13, 6, , 5
2017/6/18, 30, 10, 10, 9, , 5
2017/6/19, 34, 14, 12, 8, , 5
2017/6/20, 41, 17, 13, 6, , 4
2017/6/21, 43, 22, 14, 4, , 4
2017/6/22, 49, 13, 12, 3, , 3
2017/6/23, 32, 14, 10, 4, , 4
2017/6/24, 34, 14, 13, 3, , 4
2017/6/25, 31, 16, 11, 4, , 4
2017/6/26, 35, 16, 10, 2, , 4
2017/6/27, 39, 15, 10, 2, 1, 4
2017/6/28, 31, 14, 10, 3, 1, 4
2017/6/29, 33, 10, 9, 3, , 4
2017/6/30, 31, 13, 10, 3, , 4
2017/1/2, 108, 50, 28, 29, 3, 6
2017/1/3, 98, 41, 35, 23, 2, 6
2017/1/4, 93, 52, 24, 41, 5, 6
2017/1/5, 111, 51, 39, 34, 4, 7
2017/1/6, 115, 37, 32, 24, 5, 6
2017/1/7, 92, 64, 62, 40, 6, 9
2017/1/8, 150, 54, 31, 28, 4, 9
2017/1/9, 123, 50, 38, 19, 3, 7
2017/1/10, 119, 57, 38, 24, 3, 6
2017/1/11, 138, 62, 13, 23, 4, 9
2017/1/12, 136, 39, 9, 17, 2, 9
2017/1/13, 91, 32, 7, 17, 2, 8
2017/1/14, 79, 36, 6, 16, 2, 8
2017/1/15, 86, 45, 6, 21, 2, 8
2017/1/16, 106, 52, 7, 31, 3, 7
2017/1/17, 113, 62, 8, 37, 3, 8
2017/1/18, 127, 61, 9, 38, 3, 9
2017/1/19, 134, 38, 31, 19, 2, 7
2017/1/20, 87, 59, 38, 19, 3, 7
2017/1/21, 145, 62, 35, 22, 3, 6
2017/1/22, 150, 65, 38, 29, 3, 7
2017/1/23, 141, 56, 39, 20, 2, 6
2017/1/24, 111, 49, 44, 17, 2, 5
2017/1/25, 91, 49, 39, 13, 2, 5
2017/1/26, 113, 44, 42, 18, 2, 5
2017/1/27, 104, 44, 33, 21, 2, 4
2017/1/28, 108, 47, 18, 20, 2, 5
2017/1/29, 119, 33, 22, 16, 2, 5
2017/1/30, 95, 38, 16, 10, 1, 6
2017/1/31, 105, 35, 35, 12, 2, 7
2017/2/1, 89, 37, 25, 13, 1, 5
2017/2/2, 80, 38, 30, 15, 2, 5
2017/2/3, 88, 37, 25, 20, 2, 5
2017/2/4, 90, 51, 33, 24, 2, 7
2017/2/5, 134, 37, 35, 16, 2, 5
2017/2/6, 92, 50, 38, 16, 2, 5
2017/2/7, 122, 41, 33, 21, 2, 5
2017/2/8, 87, 33, 34, 10, 2, 5
2017/2/9, 87, 56, 32, 11, 4, 6
2017/2/10, 144, 64, 38, 17, 3, 5
2017/2/11, 159, 71, 45, 30, 4, 5
2017/2/12, 161, 57, 41, 27, 4, 4
2017/2/13, 125, 43, 40, 19, 2, 3
2017/2/14, 78, 44, 42, 18, 3, 3
2017/2/15, 76, 46, 29, 35, 9, 5
2017/2/16, 98, 51, 21, 39, 7, 5
2017/2/17, 123, 51, 28, 35, 5, 6
2017/2/18, 131, , 34, 25, 2, 6
2017/2/19, 122, , 22, 29, 3, 6
2017/2/20, 117, , 22, 17, 2, 4
2017/2/21, 78, , 21, 21, 3, 5
2017/2/22, 71, , 13, 16, 2, 7
2017/2/23, 115, , 16, 15, 2, 6
2017/2/24, 103, , 11, 17, 2, 6
2017/2/25, 88, , 22, 19, 2, 5
2017/2/26, 102, , 42, 26, 3, 6
2017/2/27, 102, , 43, 26, 3, 5
2017/2/28, 119, 89, 35, 38, 4, 7
2017/3/1, 153, 61, 45, 28, 4, 4
2017/3/2, 115, 69, 46, 21, 3, 5
2017/3/3, 111, 62, 45, 22, 3, 5
2017/3/4, 103, 67, 31, 22, 3, 5
2017/3/5, 105, 86, 25, 29, 3, 7
2017/3/6, 115, 73, 24, 27, 3, 7
2017/3/7, 119, 80, 21, 20, 2, 7
2017/3/8, 88, , 20, 24, 2, 7
2017/3/9, 123, , 14, 38, 3, 7
2017/3/10, 121, , 23, 30, 2, 6
2017/3/11, 82, , 34, 16, 2, 6
2017/3/12, 80, , 22, 30, 4, 6
2017/3/13, 114, , 10, 20, 2, 7
2017/3/14, 87, , 34, 17, 3, 5
2017/3/15, 74, , 32, 26, 3, 6
2017/3/16, 95, , 24, 20, 2, 6
2017/3/17, 91, , 26, 18, 2, 6
2017/3/18, 96, , 20, 21, 2, 6
2017/3/19, 94, , 20, 28, 6, 6
2017/3/20, 94, , 20, 23, 5, 5
2017/3/21, 105, , 32, 18, 2, 6
2017/3/22, 94, , 33, 24, 3, 6
2017/3/23, 107, , 36, 17, 2, 6
2017/3/24, 82, , 23, 19, 3, 8
2017/3/25, 88, , 25, 12, 2, 5
2017/3/26, 75, , 32, 24, 4, 6
2017/3/27, 90, , 50, 19, 3, 6
2017/3/28, 107, , 45, 20, 2, 6
2017/3/29, 114, , 40, 13, 2, 7
2017/3/30, 126, , 22, 25, 3, 8
2017/3/31, 96, , 56, 17, 3, 7
2016/10/1, 92, 42, 53, 22, 3, 7
2016/10/2, 95, 22, 38, 19, 2, 5
2016/10/3, 58, 25, 23, 17, 3, 4
2016/10/4, 60, 39, 62, 19, 4, 5
2016/10/5, 95, 43, 63, 20, 3, 5
2016/10/6, 101, 35, 48, 18, 3, 5
2016/10/7, 84, 31, 37, 14, 3, 4
2016/10/8, 75, 38, 48, 14, 4, 5
2016/10/9, 88, 45, 65, 17, 3, 4
2016/10/10, 97, 42, 31, 16, 3, 5
2016/10/11, 86, 35, 19, 17, 3, 5
2016/10/12, 85, 33, 55, 18, 3, 5
2016/10/13, 76, 39, 61, 16, 2, 4
2016/10/14, 79, 53, 59, 21, 4, 5
2016/10/15, 108, 52, 56, 23, 5, 5
2016/10/16, 95, 45, 28, 20, 3, 5
2016/10/17, 90, 16, 15, 10, 2, 4
2016/10/18, 44, 17, 15, 10, 2, 5
2016/10/19, 58, 45, 59, 24, 3, 6
2016/10/20, 105, 39, 59, 22, 3, 6
2016/10/21, 94, 38, 59, 25, 3, 6
2016/10/22, 98, 38, 59, 25, 3, 6
2016/10/23, 98, 38, 59, 25, 3, 6
2016/10/24, 98, 38, 59, 25, 3, 6
2016/10/25, 98, 38, 59, 25, 3, 6
2016/10/26, 98, 25, 15, 19, 5, 4
2016/10/27, 65, 29, 18, 25, 5, 4
2016/10/28, 68, 50, 29, 30, 5, 6
2016/10/29, 113, 46, 42, 24, 4, 6
2016/10/30, 102, 51, 85, 25, 4, 7
2016/10/31, 109, 40, 36, 22, 3, 5
2016/11/1, 84, 37, 37, 20, 3, 5
2016/11/2, 77, 40, 44, 24, 3, 5
2016/11/3, 83, 51, 45, 34, 5, 6
2016/11/4, 107, 59, 41, 40, 6, 6
2016/11/5, 113, 51, 45, 26, 3, 5
2016/11/6, 105, 43, 35, 18, 3, 4
2016/11/7, 98, 50, 43, 20, 4, 6
2016/11/8, 108, 42, 18, 15, 4, 7
2016/11/9, 86, 24, 9, 12, 3, 6
2016/11/10, 59, 45, 7, 20, 4, 6
2016/11/11, 103, 50, 32, 24, 5, 7
2016/11/12, 106, 40, 39, 17, 3, 6
2016/11/13, 88, 38, 28, 26, 4, 6
2016/11/14, 88, 61, 71, 25, 4, 7
2016/11/15, 125, 51, 38, 17, 3, 6
2016/11/16, 103, 48, 43, 15, 3, 6
2016/11/17, 110, 49, 35, 18, 3, 7
2016/11/18, 113, 39, 39, 14, 3, 6
2016/11/19, 87, 34, 19, 11, 2, 6
2016/11/20, 75, 34, 22, 8, 3, 5
2016/11/21, 72, 7, 7, 16, 1, 6
2016/11/22, 17, 13, 13, 8, 2, 7
2016/11/23, 42, 23, 14, 10, 3, 6
2016/11/24, 58, 36, 11, 17, 4, 6
2016/11/25, 77, 27, 4, 10, 3, 7
2016/11/26, 56, 26, 30, 12, 3, 5
2016/11/27, 65, 42, 32, 20, 4, 5
2016/11/28, 94, 54, 15, 22, 5, 5
2016/11/29, 106, 66, 30, 23, 7, 6
2016/11/30, 135, 81, 52, 26, 7, 6
2016/12/1, 157, 76, 38, 27, 6, 7
2016/12/2, 157, 74, 20, 32, 6, 7
2016/12/3, 156, 72, 19, 34, 7, 8
2016/12/4, 155, 75, 28, 44, 6, 9
2016/12/5, 154, 67, 30, 20, 5, 6
2016/12/6, 136, 77, 54, 31, 7, 6
2016/12/7, 158, 81, 51, 40, 7, 7
2016/12/8, 162, 72, 31, 44, 8, 6
2016/12/9, 146, 74, 60, 48, 7, 7
2016/12/10, 141, 41, 40, 17, 2, 4
2016/12/11, 82, 39, 36, 19, 3, 4
2016/12/12, 77, 53, 54, 31, 4, 6
2016/12/13, 110, 51, 44, 19, 4, 7
2016/12/14, 114, 52, 43, 19, 4, 7
2016/12/15, 109, 57, 36, 17, 4, 6
2016/12/16, 120, 59, 25, 32, 4, 5
2016/12/17, 126, 54, 29, 33, 5, 5
2016/12/18, 100, 42, 37, 29, 4, 5
2016/12/19, 95, 37, 33, 31, 4, 5
2016/12/20, 86, 44, 23, 32, 3, 6
2016/12/21, 111, 41, 32, 25, 3, 8
2016/12/22, 103, 50, 41, 26, 4, 10
2016/12/23, 114, 43, 35, 23, 2, 7
2016/12/24, 92, 51, 29, 28, 3, 7
2016/12/25, 106, 53, 35, 34, 3, 8
2016/12/26, 108, 32, 23, 17, 3, 7
2016/12/27, 65, 49, 30, 18, 4, 7
2016/12/28, 107, 57, 32, 20, 5, 5
2016/12/29, 124, 65, 32, 33, 7, 5
2016/12/30, 138, 73, 39, 45, 6, 6
2016/12/31, 143, , , , , 
2016/7/1, 26, 20, 18, 7, 1, 5
2016/7/2, 45, 15, 17, 5, 1, 5
2016/7/3, 34, 16, 19, 6, , 5
2016/7/4, 35, 13, 17, 7, 1, 5
2016/7/5, 25, 15, 13, 14, 1, 5
2016/7/6, 36, 30, 32, 18, 3, 6
2016/7/7, 77, 42, 66, 13, 2, 6
2016/7/8, 94, 47, 60, 11, 2, 7
2016/7/9, 96, 22, 31, 12, 1, 7
2016/7/10, 56, 18, 25, 12, 1, 6
2016/7/11, 49, 13, 26, 11, 1, 5
2016/7/12, 34, 14, 22, 12, 1, 5
2016/7/13, 42, 24, 19, 13, 3, 3
