date, pm25, pm10, o3, no2, so2, co
2019/4/25, 53, 22, 17, 5, , 1
2019/4/26, 33, 19, 34, 9, , 2
2019/4/27, 36, 25, 34, 7, , 2
2019/4/28, 49, 25, 20, 11, 2, 4
2019/4/29, 44, 21, 26, 12, 8, 5
2019/4/30, 36, 29, 31, 15, 6, 6
2019/5/1, 44, 30, 14, 12, , 3
2019/5/2, 60, 28, 39, 8, , 2
2019/5/3, 46, 29, 47, 3, , 2
2019/5/4, 30, 14, 39, 4, , 1
2019/5/5, 27, 11, 21, 8, , 2
2019/5/6, 22, 10, 32, 5, , 2
2019/5/7, 23, 13, 32, 11, , 1
2019/5/8, 32, 18, 42, 12, , 2
2019/5/9, 45, 21, 30, 9, 8, 3
2019/5/10, 37, 28, 62, 5, 4, 1
2019/5/11, 61, 21, 36, 6, , 1
2019/5/12, 45, 20, 27, 6, , 1
2019/5/13, 64, 21, 17, 8, 1, 2
2019/5/14, 48, 17, 12, 3, 7, 1
2019/5/15, 40, 24, 14, 3, , 1
2019/5/16, 36, 22, 13, 3, , 1
2019/5/17, 32, 22, 19, 1, 26, 4
2019/5/18, 33, 14, 20, 1, 26, 4
2019/5/19, 27, 29, 30, 8, , 2
2019/5/20, 45, 33, 43, 8, , 2
2019/5/21, 65, 34, 50, 7, , 2
2019/5/22, 43, 16, 31, 7, , 1
2019/5/23, 34, 35, 39, 5, , 3
2019/5/24, 65, 14, 26, 7, , 4
2019/5/25, 35, 10, 17, 7, , 4
2019/5/26, 11, 7, 17, 12, , 4
2019/5/27, 9, 7, 24, 11, , 3
2019/5/28, 8, 17, 40, 6, 20, 6
2019/5/29, 24, 25, 44, 9, 23, 7
2019/5/30, 40, 12, 29, 7, , 1
2019/5/31, 13, 8, 23, 5, , 1
2019/6/1, 13, 7, 20, 6, , 1
2019/6/2, 6, 9, 25, 6, , 1
2019/6/3, 14, 10, 20, 8, , 3
2019/6/4, 15, 7, 15, 4, 16, 1
2019/6/5, 11, 9, 20, 4, 20, 
2019/6/6, 17, 7, 20, 2, 39, 
2019/6/7, 5, 9, 16, 3, , 1
2019/6/8, 8, 9, 16, 2, 2, 2
2019/6/9, 5, 14, 20, 4, 1, 1
2019/6/10, 10, 14, 20, 13, , 4
2019/6/11, 29, 12, 18, 14, , 5
2019/6/12, 12, 12, 24, 8, 23, 2
2019/6/13, 14, 22, 102, 14, 1, 3
2019/6/14, 48, 28, 57, 14, 4, 4
2019/6/15, 49, 24, 64, 6, , 2
2019/6/16, 54, 11, 46, 9, , 2
2019/6/17, 29, 10, 24, 9, , 1
2019/6/18, 18, 8, 17, 5, , 1
2019/6/19, 17, 8, 14, 3, , 1
2019/6/20, 13, 9, 13, 3, , 
2019/6/21, 15, 11, 14, 2, , 1
2019/6/22, 21, 10, 13, 2, , 3
2019/6/23, 17, 12, 16, 5, , 1
2019/6/24, 13, 8, 21, 14, , 1
2019/6/25, 21, , 22, 7, , 1
2019/6/26, 27, 11, 24, 3, , 1
2019/6/27, 24, 13, 25, 3, , 1
2019/6/28, 30, 13, 24, 4, , 1
2019/6/29, 28, 10, 23, 8, , 2
2019/6/30, 23, 10, 24, 10, , 1
2019/1/1, 41, 21, 5, 13, 3, 7
2019/1/2, 52, 22, 5, 17, 3, 3
2019/1/3, 56, 47, , 25, 3, 5
2019/1/4, 108, 52, 3, 26, 3, 5
2019/1/5, 119, 39, 13, 14, 3, 2
2019/1/6, 78, 66, 4, 28, 4, 2
2019/1/7, 98, 47, 3, 24, 5, 2
2019/1/8, 74, 19, 30, 9, 3, 2
2019/1/9, 57, 46, 15, 28, 3, 6
2019/1/10, 96, 47, 23, 34, 4, 4
2019/1/11, 106, 74, 21, 38, 4, 9
2019/1/12, 143, 34, 17, 16, 3, 8
2019/1/13, 86, 28, 31, 8, 2, 5
2019/1/14, 63, 35, 25, 21, 3, 6
2019/1/15, 87, 33, 10, 11, 3, 6
2019/1/16, 64, 33, 68, 7, 3, 8
2019/1/17, 68, 35, 31, 8, 3, 6
2019/1/18, 81, 40, 32, 14, 3, 2
2019/1/19, 62, 38, 39, 21, 3, 2
2019/1/20, 77, 32, 35, 13, 3, 5
2019/1/21, 68, 51, 62, 12, 4, 3
2019/1/22, 126, 29, 38, 15, 7, 4
2019/1/23, 58, 34, 62, 10, 3, 2
2019/1/24, 88, 32, 51, 23, 3, 2
2019/1/25, 69, 39, 52, 26, 4, 3
2019/1/26, 91, 31, 52, 11, 3, 2
2019/1/27, 65, 18, 39, 11, 2, 1
2019/1/28, 45, 31, 41, 13, 3, 2
2019/1/29, 48, 32, 29, 13, 3, 4
2019/1/30, 43, 27, 45, 17, 2, 1
2019/1/31, 52, 16, 36, 9, 2, 4
2019/2/1, 56, 23, 41, 9, 2, 1
2019/2/2, 61, 35, 31, 11, 2, 1
2019/2/3, 44, 29, 37, 14, 2, 2
2019/2/4, 62, 33, 34, 8, 2, 3
2019/2/5, 61, 22, 26, 6, 6, 4
2019/2/6, 46, 13, 25, 3, 2, 3
2019/2/7, 48, 21, 22, 7, 2, 2
2019/2/8, 49, 21, 24, 4, 2, 1
2019/2/9, 41, 12, 25, 4, 2, 2
2019/2/10, 28, 20, 8, 8, 2, 5
2019/2/11, 39, 17, 29, 6, 2, 2
2019/2/12, 27, 21, 23, 19, 2, 2
2019/2/13, 50, 15, 28, 6, 2, 2
2019/2/14, 26, 16, 26, 10, 2, 3
2019/2/15, 23, 20, 28, 12, 2, 2
2019/2/16, 33, 12, 33, 6, 2, 2
2019/2/17, 24, 8, 27, 10, 2, 2
2019/2/18, 18, 12, 19, 15, 2, 2
2019/2/19, 18, 18, 14, 9, 10, 5
2019/2/20, 32, 20, 19, 11, 2, 3
2019/2/21, 42, 25, 37, 13, 2, 6
2019/2/22, 44, 21, 14, 17, 2, 6
2019/2/23, 39, 19, 9, 13, 2, 5
2019/2/24, 34, 37, 5, 16, 3, 5
2019/2/25, 60, 41, 31, 15, 3, 5
2019/2/26, 56, 25, 33, 18, 8, 4
2019/2/27, 46, 20, 31, 13, 3, 3
2019/2/28, 46, 17, 33, 11, 6, 5
2019/3/1, 26, 22, 34, 11, 6, 7
2019/3/2, 51, 24, 31, 17, 2, 4
2019/3/3, 50, 30, 35, 18, 3, 5
2019/3/4, 62, 22, 34, 9, 2, 2
2019/3/5, 31, 20, 12, 21, 5, 5
2019/3/6, 44, 11, 8, 18, 2, 5
2019/3/7, 25, 10, 39, 7, 2, 3
2019/3/8, 14, 16, 24, 20, 2, 4
2019/3/9, 30, 18, 9, 14, 2, 5
2019/3/10, 40, 33, 38, 16, 3, 3
2019/3/11, 69, 31, 48, 20, 3, 3
2019/3/12, 67, 37, 41, 19, 4, 2
2019/3/13, 69, 21, 36, 23, 2, 3
2019/3/14, 70, 45, 23, 17, 2, 2
2019/3/15, 80, 27, 40, 17, 3, 2
2019/3/16, 50, 31, 49, 12, 3, 3
2019/3/17, 63, 16, 43, 12, 2, 1
2019/3/18, 30, 20, 28, 10, 2, 3
2019/3/19, 49, 18, 26, 8, 2, 2
2019/3/20, 44, 11, 15, 4, 2, 2
2019/3/21, 26, 19, 13, 5, 2, 1
2019/3/22, 26, 15, 13, 13, 2, 4
2019/3/23, 48, 13, 11, 14, 2, 3
2019/3/24, 27, 24, 16, 23, 2, 4
2019/3/25, 44, 39, 36, 29, 4, 5
2019/3/26, 77, 19, 31, 16, 2, 2
2019/3/27, 37, 20, 21, 14, 3, 2
2019/3/28, 43, 16, 15, 6, 2, 3
2019/3/29, 32, 28, 24, 18, 6, 5
2019/3/30, 52, 30, 49, 7, 3, 2
2019/3/31, 50, 35, 38, 13, 3, 3
2018/10/1, 70, 42, 92, 13, 3, 6
2018/10/2, 70, 35, 109, 10, 2, 5
2018/10/3, 64, 43, 104, 15, 3, 2
2018/10/4, 70, 37, 113, 9, 4, 1
2018/10/5, 59, 35, 64, 7, 4, 1
2018/10/6, 58, 26, , 12, 3, 3
2018/10/7, 79, 19, 69, 7, 2, 3
2018/10/8, 59, 23, 56, 6, 1, 3
2018/10/9, 57, 37, 45, 12, 1, 5
2018/10/10, 89, 29, 38, 12, 2, 6
2018/10/11, 50, 32, 75, 12, 3, 4
2018/10/12, 73, 18, 47, 11, 2, 4
2018/10/13, 39, 14, 43, 10, 2, 
2018/10/14, 50, 10, 36, 6, 1, 3
2018/10/15, 42, 22, 20, 17, 1, 7
2018/10/16, 60, 20, 10, 13, 1, 6
2018/10/17, 49, 12, 17, 13, 1, 3
2018/10/18, 43, 31, 46, 12, 1, 1
2018/10/19, 67, 15, 44, 8, , 1
2018/10/20, 37, 16, 45, 9, 1, 1
2018/10/21, 41, 10, 42, 9, 2, 1
2018/10/22, 47, 33, 56, 22, 2, 4
2018/10/23, 80, 22, 45, 17, 2, 3
2018/10/24, 59, 24, 57, 11, 1, 2
2018/10/25, 56, 33, 51, 15, 2, 3
2018/10/26, 79, 41, 94, 19, 2, 2
2018/10/27, 71, 43, 98, 22, 3, 1
2018/10/28, 46, 33, 89, 24, 3, 2
2018/10/29, 52, 24, 77, 22, 3, 1
2018/10/30, 43, 22, 70, 15, 3, 2
2018/10/31, 46, 43, 71, 14, 7, 4
2018/11/1, 57, 21, 39, 15, 2, 3
2018/11/2, 74, 33, 25, 25, 1, 3
2018/11/3, 48, 31, 24, 22, 1, 3
2018/11/4, 61, 23, 31, 16, 1, 1
2018/11/5, 47, 14, 30, 11, 1, 1
2018/11/6, 27, 17, 28, 12, 1, 1
2018/11/7, 48, 56, 50, 26, 3, 6
2018/11/8, 117, 31, 50, 23, 3, 5
2018/11/9, 59, 12, 30, 11, 1, 6
2018/11/10, 38, 16, 39, 10, 1, 4
2018/11/11, 52, 45, 84, 26, 2, 4
2018/11/12, 87, 32, 39, 19, 2, 4
2018/11/13, 53, 18, 46, 9, 1, 3
2018/11/14, 45, 24, 40, 6, 1, 3
2018/11/15, 47, 14, 38, 6, 1, 2
2018/11/16, 41, 36, 15, 23, 1, 5
2018/11/17, 70, 24, 31, 11, 1, 4
2018/11/18, 43, 48, 57, 23, 1, 8
2018/11/19, 78, 31, 39, 16, 2, 7
2018/11/20, 53, 32, 39, 13, 1, 5
2018/11/21, 59, 32, 50, 16, 1, 4
2018/11/22, 50, 44, 52, 16, 3, 5
2018/11/23, 91, 35, 37, 13, 2, 4
2018/11/24, 63, 34, 22, 13, 1, 6
2018/11/25, 71, 23, 24, 15, , 5
2018/11/26, 38, 47, 19, 22, 1, 7
2018/11/27, 93, 31, 17, 21, , 6
2018/11/28, 83, 41, 47, 14, 2, 4
2018/11/29, 91, 25, 46, 8, 2, 1
2018/11/30, 70, 28, 42, 12, 2, 1
2018/12/1, 60, 22, 38, 9, 1, 1
2018/12/2, 54, 16, 27, 11, 2, 1
2018/12/3, 47, 22, 17, 17, 3, 1
2018/12/4, 45, 32, 32, 12, 9, 5
2018/12/5, 60, 23, 35, 12, 1, 2
2018/12/6, 54, 42, 17, 16, 2, 7
2018/12/7, 57, 25, 4, 13, 1, 6
2018/12/8, 41, 21, 1, 8, 1, 6
2018/12/9, 44, 21, 1, 12, 2, 7
2018/12/10, 43, 25, 10, 12, 3, 6
2018/12/11, 47, 20, 5, 12, 2, 5
2018/12/12, 38, 27, 9, 11, 3, 4
2018/12/13, 73, 29, 13, 14, 2, 2
2018/12/14, 59, 37, 6, 27, 3, 3
2018/12/15, 69, 33, 9, 22, 2, 4
2018/12/16, 80, 40, 36, 12, 3, 17
2018/12/17, 56, 40, 49, 28, 4, 20
2018/12/18, 58, 37, 43, 17, 4, 2
2018/12/19, 56, 30, 44, 6, 3, 2
2018/12/20, 59, 18, 30, 10, 3, 2
2018/12/21, 48, 30, 44, 11, 3, 2
2018/12/22, 84, 30, 18, 14, 3, 4
2018/12/23, 59, 24, 10, 11, 2, 3
2018/12/24, 47, 48, 9, 17, 2, 4
2018/12/25, 81, 53, 38, 24, 4, 5
2018/12/26, 90, 45, 53, 15, 3, 3
2018/12/27, 80, 31, 31, 8, 2, 2
2018/12/28, 60, 18, 8, 5, 2, 1
2018/12/29, 31, 38, 10, 10, 3, 5
2018/12/30, 84, , , , , 
2018/7/1, 23, 22, 20, 4, 5, 2
2018/7/2, 41, 21, 19, 3, , 3
2018/7/3, 26, 19, 24, 3, , 1
2018/7/4, 19, 18, 27, 3, , 1
2018/7/5, 23, 15, 26, 3, , 2
2018/7/6, 22, 16, 22, 4, , 1
2018/7/7, 24, 11, 13, 5, , 1
2018/7/8, 18, 12, 14, 5, , 3
2018/7/9, 13, 15, 22, 8, , 3
2018/7/10, 28, 21, 25, 6, , 3
2018/7/11, 36, 8, 19, 5, , 2
2018/7/12, 12, 6, 15, 4, 4, 2
2018/7/13, 4, 11, 13, 2, , 2
2018/7/14, 18, 12, 12, 4, , 1
2018/7/15, 10, 12, 13, 7, , 2
2018/7/16, 21, 23, 61, 9, 1, 2
2018/7/17, 52, 15, 13, 4, , 2
2018/7/18, 14, 11, 12, 3, , 2
2018/7/19, 10, 11, 16, 7, , 2
2018/7/20, 15, 14, 25, 8, , 3
2018/7/21, 23, 14, 14, 6, , 3
2018/7/22, 11, 17, 15, 5, 6, 3
2018/7/23, 25, 25, 21, 4, , 
2018/7/24, 43, 22, 23, 4, , 3
2018/7/25, 46, 16, 20, 4, , 4
2018/7/26, 19, 12, 12, 5, , 
2018/7/27, 21, 9, 13, 4, , 3
2018/7/28, 18, 8, 13, 5, , 4
2018/7/29, 14, 14, 14, 3, , 4
2018/7/30, 18, 17, 15, 4, , 4
2018/7/31, 32, 12, 19, 5, , 5
2018/8/1, 15, 17, 19, 5, , 3
2018/8/2, 29, 10, 17, 5, , 2
2018/8/3, 22, 15, 15, 5, , 2
2018/8/4, 30, 15, 16, 2, , 3
2018/8/5, 41, 16, 21, 3, 1, 3
2018/8/6, 35, 20, 34, 10, 1, 4
2018/8/7, 38, 28, 35, 15, 2, 
2018/8/8, 52, 14, 22, 5, 1, 3
2018/8/9, 32, 6, 16, 4, 3, 2
2018/8/10, 8, 10, 26, 2, , 3
2018/8/11, 16, 6, 24, 3, , 3
2018/8/12, 11, 12, 24, 6, , 3
2018/8/13, 24, 9, 30, 10, , 3
2018/8/14, 19, 16, 32, 6, , 4
2018/8/15, 28, 14, 26, 7, , 5
2018/8/16, 24, 12, 20, 11, , 8
2018/8/17, 21, 14, 21, 11, , 7
2018/8/18, 21, 15, 30, 11, , 9
2018/8/19, 32, 27, 61, 11, , 8
2018/8/20, 55, 40, 87, 15, , 6
2018/8/21, 96, 36, 77, 9, , 5
2018/8/22, 73, 30, 46, 11, , 6
2018/8/23, 51, 44, 80, 14, , 7
2018/8/24, 90, 51, 52, 13, , 7
2018/8/25, 84, 45, 98, 16, 2, 8
2018/8/26, 65, 27, 53, 14, 4, 9
2018/8/27, 55, 19, 39, 12, , 6
2018/8/28, 49, 16, 23, 5, , 4
2018/8/29, 28, 30, 19, 4, , 4
2018/8/30, 37, 23, 17, 4, , 4
2018/8/31, 36, 13, 12, 5, , 4
2018/9/1, 26, 10, 12, 8, , 5
2018/9/2, 19, 13, 12, 7, 4, 6
2018/9/3, 26, 19, 23, 7, , 4
2018/9/4, 39, 24, 35, 6, , 4
2018/9/5, 47, 16, 29, 4, , 4
2018/9/6, 37, 13, 26, 6, 1, 5
2018/9/7, 28, 36, 65, 11, 1, 7
2018/9/8, 73, 33, 23, 3, 1, 5
2018/9/9, 64, 22, 44, 12, 1, 6
2018/9/10, 47, 57, 114, 16, 3, 5
2018/9/11, 104, 31, 36, 13, 2, 3
2018/9/12, 34, 10, 32, 5, 1, 2
2018/9/13, 33, 26, 82, 12, 2, 3
2018/9/14, 59, 27, 70, 8, 1, 2
2018/9/15, 57, 26, 24, 2, , 3
2018/9/16, 21, 18, 25, 6, , 2
2018/9/17, 19, 18, 16, 6, 1, 2
2018/9/18, 34, 24, 33, 11, 2, 3
2018/9/19, 54, 17, 26, 5, , 3
2018/9/20, 37, 14, 17, 5, , 
2018/9/21, 20, 17, 21, 5, 2, 3
2018/9/22, 35, 5, 13, 4, 1, 3
2018/9/23, 11, 11, 25, 7, 1, 3
2018/9/24, 20, 25, 48, 4, 1, 4
2018/9/25, 51, 26, 43, 5, , 4
2018/9/26, 42, 22, 47, 7, , 3
2018/9/27, 53, 43, 60, 14, 1, 6
2018/9/28, 91, 33, 96, 12, 2, 5
2018/9/29, 68, 26, 106, 11, 2, 5
2018/9/30, 55, 37, 101, 12, 2, 6
2018/4/1, 56, 28, 42, 8, 1, 2
2018/4/2, 54, 18, 35, 6, 1, 1
2018/4/3, 45, 27, 28, 9, 2, 2
2018/4/4, 42, 15, 27, 6, 2, 2
2018/4/5, 36, 36, 20, 11, 2, 3
2018/4/6, 44, 84, 35, 14, 3, 1
2018/4/7, 81, 57, 56, 12, 3, 
2018/4/8, 65, 42, 56, 13, 6, 
2018/4/9, 61, 32, 44, 8, 1, 1
2018/4/10, 40, 22, 27, 10, 3, 1
2018/4/11, 55, 15, 16, 8, 2, 1
2018/4/12, 38, 19, 17, 6, 3, 2
2018/4/13, 43, 14, 14, 6, , 1
2018/4/14, 39, 27, 14, 15, 1, 4
2018/4/15, 55, 26, 17, 14, , 2
2018/4/16, 60, 36, 30, 15, 2, 3
2018/4/17, 68, 40, 60, 12, 2, 2
2018/4/18, 67, 15, 60, 7, 2, 3
2018/4/19, 47, 35, 56, 6, 1, 3
2018/4/20, 62, 29, 43, 7, 2, 5
2018/4/21, 55, 26, 31, 10, 3, 5
2018/4/22, 66, 13, 19, 5, 3, 5
2018/4/23, 32, 20, 17, 13, , 5
2018/4/24, 56, 39, 15, 20, 2, 4
2018/4/25, 76, 29, 48, 13, 1, 2
2018/4/26, 71, 38, 35, 24, 4, 4
2018/4/27, 99, 27, 48, 6, 2, 3
2018/4/28, 55, 32, 44, 4, 2, 3
2018/4/29, 68, 19, 28, 7, 2, 1
2018/4/30, 30, 21, 17, 3, 1, 
2018/5/1, 51, 18, 15, 3, , 1
2018/5/2, 33, 41, 67, 8, 2, 3
2018/5/3, 79, 32, 58, , 1, 1
2018/5/4, 60, 35, 45, 2, 1, 1
2018/5/5, 44, 11, 17, 3, , 
2018/5/6, 19, 14, 14, 4, , 1
2018/5/7, 17, 13, 21, 19, , 2
2018/5/8, 29, 21, 46, 9, 1, 1
2018/5/9, 39, 39, 47, 4, , 1
2018/5/10, 57, 34, 38, 8, 1, 1
2018/5/11, 46, 17, 26, 8, 2, 1
2018/5/12, 38, 11, 20, 5, , 1
2018/5/13, 26, 16, 18, 5, 1, 1
2018/5/14, 31, 8, 16, 3, 1, 1
2018/5/15, 25, 11, 16, 5, 2, 1
2018/5/16, 26, 8, 13, 4, , 1
2018/5/17, 25, 11, 14, 4, , 1
2018/5/18, 30, 9, 14, 4, , 1
2018/5/19, 29, 11, 14, 4, , 1
2018/5/20, 26, 10, 14, 5, , 2
2018/5/21, 26, 11, 15, 5, 1, 1
2018/5/22, 25, 17, 35, 8, 1, 2
2018/5/23, 35, 12, 20, 6, 1, 2
2018/5/24, 18, 9, 16, 4, , 1
2018/5/25, 18, 12, 14, 4, , 1
2018/5/26, 26, 15, 16, 7, , 3
2018/5/27, 31, 36, 44, 18, 3, 3
2018/5/28, 79, 24, 39, 12, 2, 2
2018/5/29, 41, 17, 17, 6, 1, 2
2018/5/30, 22, 13, 19, 4, , 2
2018/5/31, 25, 19, 26, 6, 2, 1
2018/6/1, 29, 22, 42, 6, 1, 1
2018/6/2, 47, 21, 47, 8, 1, 1
2018/6/3, 45, 15, 26, 7, , 1
2018/6/4, 40, 8, 23, 6, , 1
2018/6/5, 7, 8, 19, 7, , 1
2018/6/6, 11, 13, 24, 6, , 2
2018/6/7, 33, 11, 29, 4, , 2
2018/6/8, 22, 16, 33, 8, , 2
2018/6/9, 20, 39, 79, 17, 3, 4
2018/6/10, 78, 32, 90, 19, 3, 4
2018/6/11, 69, 20, 51, 8, , 2
2018/6/12, 32, 14, 22, 8, , 3
2018/6/13, 30, 38, 80, 14, 1, 3
2018/6/14, 70, 25, 82, 12, 1, 2
2018/6/15, 49, 27, 50, 13, 1, 1
2018/6/16, 42, 21, 44, 12, 1, 1
2018/6/17, 44, 18, 37, 5, , 2
2018/6/18, 39, 13, 19, 3, , 2
2018/6/19, 18, 18, 21, 2, , 2
2018/6/20, 27, 24, 19, 4, , 1
2018/6/21, 30, 16, 16, 5, , 1
2018/6/22, 19, 15, 18, 7, , 1
2018/6/23, 26, 13, 15, 4, , 1
2018/6/24, 20, 10, 16, 4, , 1
2018/6/25, 10, 16, 14, 4, , 2
2018/6/26, 27, 11, 11, 4, , 2
2018/6/27, 18, 18, 16, 5, , 1
2018/6/28, 24, 19, 21, 4, , 1
2018/6/29, 30, 12, 16, 3, , 1
2018/6/30, 24, 15, 21, 3, , 1
2018/1/6, 2, 1, 17, 12, , 5
2018/1/7, 4, 2, 15, 14, , 9
2018/1/8, 2, 37, 22, 13, 1, 7
2018/1/9, 89, 27, 29, 13, 3, 5
2018/1/10, 54, 27, 41, 11, 1, 3
2018/1/11, 45, 20, 39, 12, 2, 2
2018/1/12, 26, 26, 46, 18, 3, 3
2018/1/13, 53, 24, 48, 16, 2, 2
2018/1/14, 42, 30, 44, 28, 4, 3
2018/1/15, 62, 29, 73, 27, 3, 3
2018/1/16, 69, 70, 75, 36, 8, 7
2018/1/17, 145, 50, 58, 35, 4, 1
2018/1/18, 130, 25, 33, 27, 3, 2
2018/1/19, 92, 24, 45, 16, 1, 2
2018/1/20, 50, 36, 51, 16, 2, 4
2018/1/21, 91, 90, 77, 42, 5, 5
2018/1/22, 160, 45, 60, 23, 4, 2
2018/1/23, 92, 28, 47, 13, 1, 1
2018/1/24, 62, 12, 50, 14, 1, 2
2018/1/25, 43, 41, 35, 21, 3, 4
2018/1/26, 72, 25, 23, 16, 3, 3
2018/1/27, 58, 45, 9, 18, 4, 5
2018/1/28, 87, 19, 9, 10, 1, 2
2018/1/29, 36, 33, 9, 16, 2, 2
2018/1/30, 77, 14, 18, 16, 1, 3
2018/1/31, 29, 51, 31, 17, 4, 4
2018/2/1, 107, 31, 25, 16, 4, 3
2018/2/2, 76, 39, 34, 17, 5, 3
2018/2/3, 69, 57, 38, 17, 5, 3
2018/2/4, 85, 30, 33, 18, 5, 3
2018/2/5, 61, 27, 41, 20, 4, 2
2018/2/6, 59, 36, 26, 28, 5, 2
2018/2/7, 70, 21, 32, 12, 5, 2
2018/2/8, 60, 29, 30, 26, 3, 3
2018/2/9, 73, 55, 42, 18, 3, 
2018/2/10, 126, 44, 44, 12, 3, 3
2018/2/11, 89, 24, 48, 11, 2, 2
2018/2/12, 50, 44, 50, 9, 3, 3
2018/2/13, 52, 29, 45, 13, 3, 1
2018/2/14, 51, 29, 39, 17, 3, 1
2018/2/15, 54, 33, 49, 13, 2, 2
2018/2/16, 87, 36, 40, 11, 1, 2
2018/2/17, 78, 28, 37, 16, 2, 1
2018/2/18, 59, 29, 25, 14, 3, 1
2018/2/19, 61, 19, 25, 12, 3, 2
2018/2/20, 67, 21, 28, 11, 2, 1
2018/2/21, 45, 9, 28, 8, , 3
2018/2/22, 11, 14, 9, 10, 1, 3
2018/2/23, 25, 28, 29, 20, 2, 2
2018/2/24, 59, 34, 16, 16, 2, 4
2018/2/25, 76, 22, 25, 12, 1, 1
2018/2/26, 36, 26, 33, 14, 2, 2
2018/2/27, 48, 29, 35, 19, 2, 2
2018/2/28, 53, 23, 43, 15, 4, 7
2018/3/1, 51, 30, 42, 14, 2, 4
2018/3/2, 67, 26, 32, 15, 2, 4
2018/3/3, 68, 15, 17, 7, 1, 2
2018/3/4, 37, 17, 10, 11, 1, 3
2018/3/5, 44, 30, 38, 7, 1, 4
2018/3/6, 41, 25, 35, 14, 1, 3
2018/3/7, 42, 15, 10, 14, 1, 5
2018/3/8, 31, 31, 59, 12, 2, 3
2018/3/9, 52, 25, 51, 14, 4, 3
2018/3/10, 40, 17, 43, 12, 3, 2
2018/3/11, 46, 22, 41, 18, 4, 3
2018/3/12, 50, 26, 41, 17, 5, 
2018/3/13, 61, 16, 29, 18, 2, 1
2018/3/14, 58, 29, 22, 27, 3, 2
2018/3/15, 61, 30, 33, 13, 2, 2
2018/3/16, 62, 33, 40, 9, 1, 3
2018/3/17, 65, 25, 42, 11, 2, 2
2018/3/18, 45, 28, 26, 17, 2, 2
2018/3/19, 60, 26, 40, 11, 1, 3
2018/3/20, 35, 32, 62, 17, 2, 3
2018/3/21, 51, 25, 46, 17, 4, 2
2018/3/22, 56, 36, 58, 14, 3, 1
2018/3/23, 44, 41, 50, 18, 2, 2
2018/3/24, 67, 36, 47, 15, 1, 1
2018/3/25, 37, 44, 43, 23, 4, 1
2018/3/26, 65, 36, 49, 23, 4, 2
2018/3/27, 72, 35, 59, 11, 2, 2
2018/3/28, 56, 30, 42, 13, 2, 2
2018/3/29, 59, 40, 43, 10, 3, 1
2018/3/30, 80, 17, 41, 7, 2, 1
2018/3/31, 35, 24, 41, 9, 2, 1
2017/7/1, 2, 11, 18, 2, , 4
2017/7/2, 2, 11, 19, 8, , 5
2017/7/3, 5, 9, 17, 7, , 4
2017/7/4, 6, 10, 15, 9, 1, 4
2017/7/5, 12, 7, 13, 8, , 4
2017/7/6, 2, 12, 15, 6, 2, 
2017/7/7, 22, 15, 16, 5, 1, 
2017/7/8, 20, 14, 16, 3, 1, 
2017/7/9, 16, 12, 15, 2, , 4
2017/7/10, 19, 7, 17, 4, , 
2017/7/11, 16, 10, 18, 8, 2, 4
2017/7/12, 24, 12, 14, 9, 3, 5
2017/7/13, 25, 6, 16, 6, 1, 3
2017/7/14, 18, 7, 14, 5, 1, 3
2017/7/15, 14, 9, 13, 6, , 3
2017/7/16, 17, 7, 13, 7, , 3
2017/7/17, 14, 12, 12, 7, , 3
2017/7/18, 16, 12, 9, 10, , 4
2017/7/19, 20, 11, 9, 10, 1, 4
2017/7/20, 25, 15, 12, 8, 1, 3
2017/7/21, 26, 11, 13, 3, 1, 3
2017/7/22, 22, 14, 12, 2, 1, 3
2017/7/23, 34, 8, 12, 2, 1, 
2017/7/24, 18, 8, 16, 1, 1, 3
2017/7/25, 20, 11, 15, 2, 2, 3
2017/7/26, 32, 21, 43, 2, 1, 4
2017/7/27, 51, 22, 71, 3, 2, 4
2017/7/28, 58, 34, 50, 2, 2, 5
2017/7/29, 82, 47, 72, 1, 2, 7
2017/7/30, 115, 35, 31, 1, , 6
2017/7/31, 86, 23, 23, 1, , 5
2017/8/1, 61, , , , , 
2017/4/1, 69, 43, 63, 19, 1, 8
2017/4/2, 83, 46, 59, 12, 1, 6
2017/4/3, 83, 48, 51, 12, 1, 4
2017/4/4, 87, 49, 44, 14, 1, 4
2017/4/5, 83, 47, 33, 16, 1, 4
2017/4/6, 78, 39, 16, 16, 4, 4
2017/4/7, 77, 29, 11, 16, 4, 4
2017/4/8, 64, 20, 17, 10, 2, 4
2017/4/9, 36, 15, 16, 5, , 3
2017/4/10, 19, 21, 15, 7, , 7
2017/4/11, 16, 31, 9, 16, , 7
2017/4/12, 61, 47, 12, 22, 1, 7
2017/4/13, 93, 47, 27, 22, 2, 6
2017/4/14, 88, 42, 34, 18, 2, 5
2017/4/15, 87, 35, 27, 12, 1, 4
2017/4/16, 69, 26, 26, 10, 1, 4
2017/4/17, 48, 37, 38, 11, 3, 5
2017/4/18, 64, 22, 28, 7, 1, 4
2017/4/19, 35, 22, 24, 9, 2, 4
2017/4/20, 38, 22, 25, 7, 1, 4
2017/4/21, 36, 43, 35, 18, 1, 5
2017/4/22, 73, 44, 14, 24, 2, 6
2017/4/23, 75, 51, 45, 16, , 5
2017/4/24, 86, 36, 45, 9, , 4
2017/4/25, 72, 41, 34, 14, 1, 4
2017/4/26, 87, 37, 18, 19, , 6
