date,pressure,temp_max,temp_mean,temp_min,dew_mean,humidity,insolation,wind_dir,wind_speed,rain
2020-11-23,1019.7,24.1,22.5,21.4,19.7,84,0.9,E,14,VST
2020-11-24,1019.7,25.8,22.1,20.5,18,78,6.1,NNE,10,0
2020-11-25,1019.1,26.2,22.8,20.8,18.8,79,7.7,NNE,10,0
2020-11-26,1019.6,27.4,23.1,21.1,19.2,79,8,NNE,10,0
2020-11-27,1021.2,23.6,21.1,18.9,15.5,71,9.3,N,15,0
2020-11-28,1022.6,22.3,19,16,12.8,68,4.7,N,15,0
2020-11-29,1022.4,21.9,18.2,15.9,11.2,64,4.5,N,13,0
2020-11-30,1023,20.6,17.5,14.5,10.9,66,6.4,N,15,VST
2020-12-01,1022.8,21.6,17.8,14.6,11.4,66,8.8,N,12,0
2020-12-02,1021.1,22.1,18,15,11.6,67,9.1,N,12,0
2020-12-03,1021.9,18.7,15.9,14,9.3,65,8.7,N,17,0
2020-12-04,1022.2,16.6,14.3,11.7,7.6,64,9,N,17,0
2020-12-05,1022.2,18.2,14.8,11.5,8.1,64,8.6,N,14,0
2020-12-06,1021,20.2,16.4,13,9.7,65,9.1,NNE,10,0
2020-12-07,1021,21.7,18.4,15.5,10.7,61,3.9,NNW,11,0
2020-12-08,1020.4,21,17.6,14.3,10,61,7.2,N,11,0
2020-12-09,1018.2,21.1,18.1,15.8,11.8,67,0.8,NNE,9,0
2020-12-10,1017.1,22.8,20,18,14.4,71,0.3,N,9,VST
2020-12-11,1016.2,23.3,19.9,18.7,17,84,0.9,NNE,7,VST
2020-12-12,1015.5,21.4,19.4,18,16.6,84,0,N,8,0.2
2020-12-13,1014.8,21.3,19.8,18.9,16.8,83,0.1,ESE,11,0
2020-12-14,1018.4,20,17.3,13.2,14.7,85,0,N,11,0
2020-12-15,1023,14.1,12.4,10.7,7.8,74,0,N,15,0
2020-12-16,1024.3,14.3,12.1,10.1,7.2,72,1,N,14,0
2020-12-17,1023,14.5,12,10,6.9,71,0,N,12,0
2020-12-18,1022.4,16.3,13.6,11.6,7.7,68,2.1,N,12,0
2020-12-19,1024.4,14.8,12.3,9.8,5,61,1,N,14,0
2020-12-20,1024.9,16.7,13.1,10.3,4.1,55,6,N,14,0
2020-12-21,1022.8,17.7,14.2,10.6,4.6,53,7.9,N,13,0
2020-12-22,1020.1,19.3,15.3,12.4,7.7,61,0.8,N,9,0
2020-12-23,1017.3,20.2,17.4,14.9,12,72,0.2,NNE,8,VST
2020-12-24,1016.8,22.9,19,17.2,13.8,72,6,N,9,0
2020-12-25,1019,20.7,17.6,16.5,12.8,74,0.7,NNE,10,0
2020-12-26,1018.3,19.6,17.7,16.2,14,79,5.5,ESE,13,0
2020-12-27,1016.2,24.7,19.9,16.7,13.2,66,9.4,N,7,0
2020-12-28,1015,22.8,19.4,17.1,14.8,76,9,ESE,10,0
2020-12-29,1015.2,24,20.3,17.8,15.6,75,8,ESE,7,0
2020-12-30,1023.3,20.1,13.6,9.6,3.5,51,9,N,26,0
2020-12-31,1027.4,13.3,9.7,6.7,-4.6,37,9.1,N,22,0
2021-01-01,1026,14.5,10.5,7.3,-4.1,36,9.1,NNE,15,0
2021-01-02,1023.2,18.2,13,9,0,43,9.2,NNE,10,0
2021-01-03,1022.3,20.6,15.5,11.8,7.7,62,8.6,NNE,11,0
2021-01-04,1021.4,21.2,17,15.3,7.6,56,0.7,NNE,7,0
2021-01-05,1020.4,21.9,17.9,16,7.9,53,2.2,NNE,7,0
2021-01-06,1020.2,20.2,16,14.4,10,69,1.9,NNE,10,0
2021-01-07,1021.2,16.5,13.9,9.3,7.9,68,0.2,NNE,18,0
2021-01-08,1025.6,9.4,7.5,6.1,-0.9,57,0,N,25,0
2021-01-09,1024.9,11.3,9.1,6.9,-6.4,34,0.8,N,17,0
2021-01-10,1023.7,14.2,11.4,10.3,-3.1,36,0.3,NNE,14,0
2021-01-11,1026.5,10.8,8.6,7.1,-3.1,44,0,N,18,VST
2021-01-12,1024.3,14.8,10,6.3,-5.9,33,9.2,N,16,0
2021-01-13,1020.2,17.9,12.2,8.2,-1,42,9.5,NNE,7,0
2021-01-14,1018.1,20,14.2,9.6,5.4,58,7.7,SSE,6,0
2021-01-15,1016.3,21.2,16.5,12.2,7.6,56,8,SE,6,0
2021-01-16,1017.5,21,16.6,13.2,10.5,68,5.7,E,9,0
2021-01-17,1023.8,18.5,15.4,12.7,6.1,56,5.8,N,15,0
2021-01-18,1023.7,16.9,13.1,9.8,1.4,46,8.6,N,11,0
2021-01-19,1020.5,19.8,14.7,10.9,7.9,65,8.3,NNE,8,0
2021-01-20,1018.3,21.6,17.4,14.3,11.1,67,0.6,NNE,7,0
2021-01-21,1015.8,24.8,19.7,16.2,13.5,68,3.9,NNE,5,VST
2021-01-22,1013.9,25.4,20.4,17.8,16.1,77,5.4,NW,7,VST
2021-01-23,1014.4,24.2,19.8,16.5,14.4,72,9.1,NNE,8,0
2021-01-24,1017.1,20.1,17.7,16.2,15,85,4.8,E,10,0
2021-01-25,1017.8,23.5,18.1,16.2,13.9,77,6.9,E,9,VST
2021-01-26,1017.2,24.7,19.6,16.7,15.4,78,6.3,SSE,4,0
2021-01-27,1018.1,23.1,18.1,16.4,13.9,77,6.2,E,8,0
2021-01-28,1021.1,21.9,17.8,15.2,12.8,74,4,NNE,10,0
2021-01-29,1022.9,20.6,15.8,13,7.7,59,9.4,NNE,14,0
2021-01-30,1022.6,19.7,16.2,14,10.8,71,8.7,E,12,0
2021-01-31,1021.8,22.9,18,14.6,11.8,68,9.4,E,8,0
2021-02-01,1019.7,25.6,19.1,15.6,15,78,9.3,NNE,7,0
2021-02-02,1019.9,27.2,20.5,16.8,15.6,75,9.2,NNE,8,0
2021-02-03,1022.2,20.9,17.7,16.1,12.8,74,8.1,E,15,0
2021-02-04,1021.9,23.4,18.6,15.2,13.2,72,9.2,E,8,0
2021-02-05,1020.1,24.9,18.9,16.1,14.2,75,9.6,E,10,0
2021-02-06,1017.8,26.4,20.2,15.9,13.4,67,9.9,NNE,5,0
2021-02-07,1017.8,23.7,19.2,16.2,15.2,78,9.4,SSE,7,0
2021-02-08,1018.9,22.9,19.4,17.3,15.8,80,4.6,E,12,0
2021-02-09,1017.6,18.7,17.8,17.2,13.6,77,0,E,18,VST
2021-02-10,1014.2,17.4,15.2,14,14.3,94,0,N,16,38
2021-02-11,1015.2,20,16,13.1,13.2,84,5,N,10,0
2021-02-12,1016.8,21.8,17.7,13.6,12.2,71,9.7,N,8,0
2021-02-13,1017.6,22.8,17.9,14.7,13.2,75,7.6,SSE,7,0
2021-02-14,1016.5,24.3,19,15.6,15.1,79,8.8,WSW,6,0
2021-02-15,1015.2,25.8,20,16.1,15.2,75,10,SSE,9,0
2021-02-16,1016.4,23.5,19.4,17.3,15,76,10,E,8,0
2021-02-17,1019.8,23.2,19.6,17.5,13.6,70,9.7,"N,NNE",12,0
2021-02-18,1024.7,22.3,18,16.1,9,57,9.9,NE,10,0
2021-02-19,1023.7,22.6,17.8,15.4,11.1,66,9.8,E,10,0
2021-02-20,1020.2,22.4,18.4,15.2,13.4,73,9.8,SSE,5,0
2021-02-21,1017.8,22.8,18.9,15.9,15.3,80,9.6,SSE,5,0
2021-02-22,1016.1,24.3,20.4,17.4,16.8,81,9.1,S,6,0
2021-02-23,1015.2,25.2,20.7,17.6,16.7,80,9.6,SE,7,0
