date,pressure,temp_max,temp_mean,temp_min,dew_mean,humidity,insolation,wind_dir,wind_speed,rain
2019-12-12,1021,23.1,18.5,15.1,13.2,72,7.6,E,11,0
2019-12-13,1022.5,22.7,18.7,17.3,14.7,78,5.6,E,10,0
2019-12-14,1021.8,24,18.9,15.6,15.3,80,8.4,SE,8,0
2019-12-15,1020,21.3,18.8,17.3,16.4,86,0.2,E,8,VST
2019-12-16,1018.1,22.1,20.3,19,16.9,81,0,SSE,7,0
2019-12-17,1017.9,26.7,22.6,19.5,17.4,73,2.2,SSE,6,0
2019-12-18,1018.2,27.3,22.2,19,18.4,80,3.7,ESE,7,0
2019-12-19,1020,23.6,18.8,16.4,16.2,85,1.2,N,14,VST
2019-12-20,1019.9,22.1,17.8,15.1,12.4,71,7.7,N,13,0
2019-12-21,1018.2,22.2,18,15,14.5,80,0.6,N,8,VST
2019-12-22,1016.1,22.8,19.6,17.5,16.2,81,0.5,NNE,5,0
2019-12-23,1016.7,22,19.1,16.3,17,87,0.3,ESE,8,0
2019-12-24,1018,23.4,19.5,17.7,16.8,85,2.8,E,8,0
2019-12-25,1016.5,24,19.4,17.7,16.4,84,5.4,E,9,0
2019-12-26,1016.9,25.1,19.8,15.3,15.3,76,7.9,NNW,12,0
2019-12-27,1020.8,20.5,16.4,13.4,9.2,64,8.7,N,15,0
2019-12-28,1020.4,21,17.9,15.5,11.6,67,5,NNE,9,0
2019-12-29,1018.6,18.9,17.4,16.2,15,87,0,NNE,8,4.6
2019-12-30,1020.2,23.4,19.6,17.7,18.2,92,0.5,N,8,0
2019-12-31,1025,19.7,18.4,17,17.2,93,0,E,10,3
2020-01-01,1026.5,19.1,17.3,16.6,14.4,83,0.6,E,12,0
2020-01-02,1025.4,20.9,17.5,16.1,14.7,84,2.9,NNE,10,VST
2020-01-03,1023.3,23.4,18.5,16.3,15.6,84,7.2,SSE,8,0
2020-01-04,1021.1,21.4,18.4,16.3,16.3,88,7.6,ESE,7,0
2020-01-05,1020.7,23.1,19.6,17.5,16.2,81,6.3,E,12,0
2020-01-06,1019.5,23.2,20.2,19.2,17.3,83,1,E,9,0
2020-01-07,1017.5,25.8,21.6,19.6,19.1,86,7,NNE,6,0
2020-01-08,1018.8,26.1,21.1,19.1,16.4,76,6,E,10,0
2020-01-09,1018.2,20.2,18.6,17.8,15.5,82,0.3,E,13,0
2020-01-10,1016.5,21.6,19.2,17.9,16.9,87,1.5,ESE,8,0
2020-01-11,1015.7,24.1,19.8,16.4,16.8,83,3.3,NNE,7,0
2020-01-12,1017.7,19.1,15.9,12.7,8.8,64,6.8,N,13,0
2020-01-13,1017.9,21,17.5,15.6,12.2,72,2.4,NNE,9,0
2020-01-14,1019,21.1,18.4,16.6,14.8,80,9.1,E,10,0
2020-01-15,1018.4,21.8,19.1,17.4,16,83,6.4,E,13,0
2020-01-16,1017.8,24.1,19.7,17.8,17.3,87,5,E,10,0
2020-01-17,1020.3,19.6,16.7,13.9,11.1,70,5,N,13,0
2020-01-18,1019.9,20.5,17,14,11.1,69,7.7,NNE,9,0
2020-01-19,1021.5,17.7,16,13.9,11.8,76,0,N,11,0
2020-01-20,1022.3,20,16.2,13.5,11.8,76,0,N,9,0
2020-01-21,1022.4,21.5,17.8,15,14.7,83,5.8,E,10,0
2020-01-22,1019.4,23.1,19.8,17.5,16.9,84,0.3,NNE,9,0
2020-01-23,1017.4,24.6,21.2,19.1,19.1,89,8.8,SE,6,0
2020-01-24,1018,25,21.2,19.6,19.5,90,5.9,E,8,0
2020-01-25,1016.3,23.2,19.4,16.5,17.8,91,0.8,E,10,4.2
2020-01-26,1016,16.5,13.3,10.9,12.1,92,0,NNW,16,19.8
2020-01-27,1017.2,14.9,11.2,9.7,7.1,76,2.8,N,16,0.2
2020-01-28,1019.1,14.8,11.2,7.9,5.9,71,4.7,N,18,0.8
2020-01-29,1021.2,15.3,12.1,9.6,4.5,60,5.9,N,18,0
2020-01-30,1021.9,17.9,13.3,10.2,1.9,47,9.7,N,19,0
2020-01-31,1022.5,19.1,14.4,11.3,3.8,50,9.6,NNE,13,0
2020-02-01,1022.4,18.5,15.9,14,10.6,71,8.1,ENE,14,0
2020-02-02,1022,19.2,16.8,15.7,13.8,83,0,E,11,0
2020-02-03,1020.4,21,17.2,15,14.8,86,1.9,NNE,8,2.8
2020-02-04,1020.5,17.1,15.3,13.6,14.2,94,0,NNE,11,8.2
2020-02-05,1020.7,17.7,16.1,14.9,14.4,90,0,NNE,11,VST
2020-02-06,1019.8,17.4,16.4,15.4,14,86,0,E,14,0
2020-02-07,1021.3,20.9,17.8,16.6,15.5,87,0.2,NNE,9,0
2020-02-08,1024.3,18.6,16.2,14.9,12.8,80,1,NNE,14,0
2020-02-09,1026,18.4,15.1,13.3,10.7,75,2.3,N,12,0
2020-02-10,1023.3,17,15.5,14.7,11.7,78,0,NNE,8,0
2020-02-11,1020.7,18.6,16.4,15.4,14.8,91,0,NNE,6,4.4
2020-02-12,1018.2,21.4,18.7,16.8,18.1,96,0.4,SSE,4,0.4
2020-02-13,1015.5,18.7,18.1,17.3,18,100,0,SSE,8,42.2
2020-02-14,1013.6,20.7,19.3,18.3,19.2,100,0,SSE,10,9.6
2020-02-15,1013.4,21.8,20.1,18.5,20.2,100,0,SSE,10,2.4
2020-02-16,1021.1,18.5,11.4,8.9,9.4,88,1.3,N,21,14.4
2020-02-17,1026.7,15.5,11.8,8.2,3.6,58,9.6,N,21,0
2020-02-18,1026.6,17.4,13.7,10.1,3.9,52,9.7,NNE,13,0
2020-02-19,1024.6,18.9,15.6,12.3,10.5,72,8.9,E,7,0
2020-02-20,1025,19.9,16.7,13.4,11.7,73,4.4,E,8,0
2020-02-21,1026.9,21.3,17.6,14,13.7,79,9.5,E,8,0
2020-02-22,1025.9,25,19.3,15,14.6,75,9.9,SSE,8,0
2020-02-23,1024.6,24,18.9,16.4,14.2,76,6.6,E,13,0
2020-02-24,1020.8,21.6,19,17.3,15.5,81,1,ESE,10,0
2020-02-25,1018.2,25.9,21,18.3,18.3,85,4.9,SSE,6,0
2020-02-26,1018.2,27.8,22.4,19,19.4,84,9,S,7,0
2020-02-27,1019.5,21.5,19.7,18.5,17.8,89,3.2,E,11,0
2020-02-28,1018.2,25.1,19.5,17.8,16.6,84,1.8,E,10,0
2020-02-29,1015,25.7,21.4,18.6,18.3,83,6.8,SSE,6,0
2020-03-01,1014.6,26.1,21.7,19,19.5,87,6.6,SSW,4,0
2020-03-02,1017.5,20.9,19.4,18.1,17.8,91,0,E,12,VST
2020-03-03,1018.2,20.1,18.8,17.6,16.4,86,0,E,13,VST
2020-03-04,1018.3,21.4,18.7,16.6,17.1,90,0,NNE,12,1.2
2020-03-05,1019.7,18.8,16.6,14.5,15.1,91,0,NNE,10,1
2020-03-06,1017.6,19,17.4,16.8,15.1,86,0,E,13,VST
2020-03-07,1014,20.6,19.4,18.2,18.6,96,0,SE,8,VST
2020-03-08,1010.5,21.7,20.6,19.4,20.4,99,0,SSE,10,VST
2020-03-09,1008.3,24.4,22.3,20.2,21.8,97,1.8,SSE,12,1
2020-03-10,1013.8,24.4,21.3,18,16.4,75,3.7,N,15,0.4
2020-03-11,1017.8,19.7,17.9,17.3,13.9,78,0,E,15,0.4
2020-03-12,1015.5,20.2,19.1,17.8,18.7,97,0,SE,10,0.4
2020-03-13,1015.8,24.3,20.7,19.3,20.3,98,0.7,SSE,9,0
2020-03-14,1017.9,24.7,20.4,17.6,17.1,83,8.1,NNE,13,1.6
2020-03-15,1019.4,23,19.7,18.2,14.1,71,6.4,"E,NNE",11,0
2020-03-16,1019.7,21.4,19.4,18,16.2,82,2.3,E,14,0
2020-03-17,1018.7,22.6,19.7,18.8,17.9,90,0.3,E,8,1
2020-03-18,1016,20.7,19.5,18.9,18.3,93,1.3,NNE,7,7.2
2020-03-19,1014.8,21.6,19.8,19,19.2,96,0,SSE,7,2
2020-03-20,1015.3,21.8,20,18.8,19.4,96,0,SE,6,4
2020-03-21,1015.2,22.7,21,20.1,21,100,0,SSE,8,2
2020-03-22,1014.2,27.1,22.7,20.6,21.6,94,6.3,SSE,6,VST
2020-03-23,1014.2,28.8,23.8,20.7,21.7,89,9.6,S,7,0.2
2020-03-24,1015.4,24.9,21.6,20.5,19.9,90,6.2,SE,10,0
2020-03-25,1014.3,24.8,21.9,20.7,20,89,2.7,E,9,0
2020-03-26,1013.6,25,22.2,21.2,21.6,96,0.2,ESE,6,0.6
2020-03-27,1013.1,25,22.8,21.4,22.1,96,1.1,SSE,8,1.2
2020-03-28,1013.6,23.9,21.4,18.8,21,97,0,NNE,9,10.6
2020-03-29,1013.1,22,20.2,18.5,19.6,96,0,ESE,14,9.4
2020-03-30,1012.4,20.5,18.9,17.5,18.8,99,0,NNE,8,14.8
2020-03-31,1013.5,19.3,17.8,16.3,17.8,100,0,NNE,7,3.8
2020-04-01,1015.4,18.6,17.2,16.3,16.4,95,0,N,10,VST
2020-04-02,1017,19.7,18.9,17.5,18,95,0,E,15,0.2
2020-04-03,1017.3,20.6,19.4,18,18.6,96,0,E,14,4
2020-04-04,1018.3,20.9,19.1,18.1,18.6,97,0,NNE,8,3
2020-04-05,1019.3,18.7,16.9,15.5,16.6,98,0,NNE,11,11.4
2020-04-06,1017,17.2,16.2,15.5,15.8,97,0,NNE,12,20
2020-04-07,1016,20.3,17.4,15.4,16.1,92,0,NNE,9,9
2020-04-08,1016.7,22.2,19.5,17.4,15.5,78,2.1,E,7,0
2020-04-09,1017.8,23.9,20.7,18,15.6,74,9,SE,7,0
2020-04-10,1018.2,23.4,20.6,18.4,17.3,82,8.4,ESE,10,0
2020-04-11,1015.2,23.1,21.2,19.5,20.5,96,0,SSE,6,4
2020-04-12,1017.8,23.6,19.2,15.9,11.8,65,9.5,N,19,2.2
2020-04-13,1019.5,23.8,18.8,15.2,6.4,45,9.9,NNE,16,0
2020-04-14,1017.7,24.2,19.8,17.5,12.6,64,4,SSE,5,0
2020-04-15,1015.7,25.6,21,17,15.9,74,10.5,S,6,0
2020-04-16,1014.6,26,21.7,18.8,19,85,7.9,SSE,6,0
2020-04-17,1015,26.3,22.9,20.7,20.6,87,8.1,SSE,7,0
2020-04-18,1014.1,25.5,23,21.2,21.6,92,1.5,SSE,5,VST
2020-04-19,1012.9,27.9,24.3,22.4,22.5,90,6.7,S,7,0
2020-04-20,1012.6,29.2,25.5,23.6,23.4,88,8.2,S,8,VST
2020-04-21,1012.4,27.8,25.5,24.1,23.8,91,6.2,SSE,10,0
2020-04-22,1014.6,25.1,21.9,17.9,21.4,97,0,E,14,21.2
2020-04-23,1017.4,20.3,19.5,18.5,18.9,97,0,NNE,11,1.4
2020-04-24,1019.4,19.3,17.5,16.4,16.5,94,0,N,13,1.2
2020-04-25,1018.6,22.7,19,16.8,16.9,88,0.2,N,7,0.2
2020-04-26,1017.4,26.1,22.1,18.2,18,78,3.7,NNE,7,1.4
2020-04-27,1017.3,26.8,23.3,20.3,17.2,69,7.7,SSE,8,0
2020-04-28,1017.6,27.9,23.3,21,17.2,70,11.2,ESE,9,0
2020-04-29,1017.2,27.1,22.9,20.4,19.4,81,10.1,E,9,0
2020-04-30,1015.6,27.3,23.5,20.8,20,82,10,SSE,6,0
2020-05-01,1012.7,28.4,24.7,22.1,22,86,5.9,S,7,0
2020-05-02,1010.2,28.5,25,22.6,22.5,86,9.7,S,8,0
2020-05-03,1009.2,32.9,26.7,23.9,23.4,83,11.8,SSW,9,0
2020-05-04,1009.8,33,27,24.8,24.4,87,10,SSW,9,0
2020-05-05,1008.7,30,27.1,25.2,24.5,86,10.5,S,11,0
2020-05-06,1008.6,29.6,27.3,26.1,25.6,91,5.5,S,11,0
2020-05-07,1008.6,30.2,27.8,26.4,26.1,90,7.4,SSE,12,0
2020-05-08,1008.5,29.7,27.6,26.8,26.3,93,1.8,SSE,14,VST
2020-05-09,1009.2,30.7,27.6,26.5,25.9,91,3.3,S,10,0.2
2020-05-10,1010.1,31.2,27.3,22.3,25,88,6,S,9,20.2
2020-05-11,1010.4,32.2,27.8,23.6,25,85,10.2,"N,NNE",7,10
2020-05-12,1011.3,30.5,26.4,23,24,87,1,NNE,6,0.8
2020-05-13,1012,29.4,26.3,25,24.2,88,3.1,E,11,VST
2020-05-14,1011.1,29.1,26.4,24.5,24.7,91,11.7,E,10,0.8
2020-05-15,1008.3,30.2,27.5,25.7,25.3,88,--,SSE,8,0
2020-05-16,1007.8,31.4,27.8,25.6,25.1,86,--,SSE,6,0
2020-05-17,1005.6,32,27.8,25.6,24.7,84,--,SSE,7,0.2
2020-05-18,1004.6,29.3,25,22.4,23.5,92,--,S,7,29.2
2020-05-19,1005.2,29.7,26.9,25.1,25.1,90,--,SSE,8,1.2
2020-05-20,1005.7,30.4,27.1,26.1,26.2,95,--,ESE,8,1.4
2020-05-21,1003.3,30.9,28,24.9,26.6,93,1.8,S,10,49.6
2020-05-22,1003.6,28.1,26.7,23.6,25.5,93,0,SSW,7,35.8
2020-05-23,1006.8,26.2,25,24.2,24.2,96,0.1,E,9,2
2020-05-24,1009.5,29,25.7,24.5,24,90,0.6,E,7,0
2020-05-25,1009.4,28,26,24.2,25.6,98,1,SSE,6,48.6
2020-05-26,1007.8,31,27.4,23.7,26,92,5.6,S,9,17.6
2020-05-27,1009,29.9,26.3,24.9,25.3,94,1.7,N,5,5.4
2020-05-28,1010.2,29.7,26.4,24.4,25.3,94,0.9,E,6,9.2
2020-05-29,1010,29.5,27.2,25.7,25.8,92,3,E,8,0.4
2020-05-30,1010.7,28.3,26.1,23.2,25.6,97,0,S,8,152.2
2020-05-31,1010.4,29.8,28.2,27.5,26.8,92,3.9,S,10,0.6
2020-06-01,1010.2,30.2,28.5,27.6,26.7,90,3.9,S,10,VST
2020-06-02,1009.6,29.6,27.2,24.5,25.7,92,1.5,S,9,13.2
2020-06-03,1008.5,30.3,28.1,27.1,26,89,5.8,S,11,VST
2020-06-04,1008,30,28.3,27.3,26.3,89,7.1,S,10,0.6
2020-06-05,1007.1,29.9,28.5,25.8,26.6,90,5.4,S,12,6.8
2020-06-06,1007,27.9,26.4,23.7,25.9,97,0.4,S,10,64
2020-06-07,1005.4,28.3,27.5,25.3,26.8,96,0,S,10,26.4
2020-06-08,1006,28.4,27.6,24.7,27.1,97,0,S,11,58.4
2020-06-09,1008,29.6,28.1,27.3,27,94,0.3,S,11,0.6
2020-06-10,1008.8,31,28.7,26.9,26.3,87,11.2,S,10,0
2020-06-11,1007.5,31.6,28.8,26.9,25.9,85,12.1,S,8,0
2020-06-12,1005.6,32.2,29,26.7,25.6,82,12,SSE,7,0
2020-06-13,1004.2,32.9,29,26.2,26.3,86,9.1,NNE,10,1
2020-06-14,1007.6,28.8,26.5,24.7,25,91,2.5,SSE,16,4.6
2020-06-15,1011,31.1,27.9,26,26,90,9.3,SSE,12,0.4
2020-06-16,1009.6,29.4,27.2,24.9,25.4,90,8.1,SSE,11,7.6
2020-06-17,1008.2,30.3,27.9,26.4,25.4,86,11.8,S,10,VST
2020-06-18,1008.6,30.9,28.4,26.4,25.6,85,11.3,S,11,0.2
2020-06-19,1009.2,31.1,28.5,27,25.5,84,11.7,S,11,0
2020-06-20,1008.6,31.6,28.8,26.7,25.6,83,12.3,S,9,0
2020-06-21,1006.2,31.8,29,27.5,26.1,84,11.5,S,10,0
2020-06-22,1006.3,31.5,29.2,27.7,26.6,86,11.1,S,11,VST
2020-06-23,1007.2,32.2,29.4,27.4,26.4,84,10,S,10,0.8
2020-06-24,1006.5,31.3,28.9,27.7,26.7,88,3.5,S,10,VST
2020-06-25,1006.2,30.6,29,27.9,26.5,87,7.6,S,13,0
2020-06-26,1007.7,31.6,29,28.1,26.7,87,5.8,S,13,VST
2020-06-27,1008.4,31.9,29.1,27.5,26.2,84,9.9,S,10,0
2020-06-28,1007.9,31.2,28.5,24.5,25.9,86,11.5,S,9,22.6
2020-06-29,1006.2,32.5,29.2,27,25.7,82,9.2,SSE,8,0
2020-06-30,1004.7,32.6,29.3,27.3,25.8,82,7,SSE,8,0
2020-07-01,1004,31.3,28.7,26.1,26.2,86,3.9,E,7,4.8
2020-07-02,1005,31,28.8,26.9,26.1,85,6.9,SSE,11,1.8
2020-07-03,1008.2,30.8,28.4,25.6,26.3,89,4.9,SSE,10,10
2020-07-04,1008.9,31.5,28.6,26.4,26.3,88,9.2,SSE,12,8.6
2020-07-05,1007.3,31.2,28.7,26,25.9,85,10,S,11,6
2020-07-06,1007.3,31.3,29,27.1,25.9,83,10.4,S,10,VST
2020-07-07,1009.3,31,28.9,27,26.1,85,9.2,S,10,1.4
2020-07-08,1007.1,31.2,28.9,27.7,26.2,86,5.5,SSW,11,VST
2020-07-09,1004.1,31.9,29,28,26.5,87,5.4,S,12,VST
2020-07-10,1005.7,30.4,28.7,27.7,26.5,88,5.2,S,13,VST
2020-07-11,1007.2,31.1,29.1,27.8,26.7,87,10.3,SSE,13,VST
2020-07-12,1007.7,32.6,29.2,27.6,26.2,84,11.2,S,10,0
2020-07-13,1007.9,32.5,29.5,27.5,26,82,10.8,S,9,0
2020-07-14,1006.8,35.5,30,27.4,25.6,78,11,SSW,8,0
2020-07-15,1006.1,33.4,29.6,27.8,25.6,79,7.4,S,10,0
2020-07-16,1006.9,31.9,29.4,27.8,26.2,83,11.7,S,11,VST
2020-07-17,1008.5,31.5,29,25.5,26.2,85,11.1,S,12,4
2020-07-18,1008.2,31.9,29.3,27.7,26.2,84,11.4,S,11,0
2020-07-19,1007.7,32.4,29.1,27.1,25.9,83,11.1,S,10,1.2
2020-07-20,1009.6,31.6,28.8,25.7,26,85,5.5,S,9,6.2
2020-07-21,1010.7,33,29.3,27,26.2,84,11.5,SSE,7,0
2020-07-22,1009.6,31.9,28.6,24.5,26.2,87,8.7,E,6,13.2
2020-07-23,1009.2,32.5,29.3,25.7,25.9,82,10.6,SSE,7,4.8
2020-07-24,1008.5,33,29.7,27.4,26.2,82,10.3,S,7,VST
2020-07-25,1007.3,33.9,29.8,27.8,26.2,82,9.9,"S,SW",9,0
2020-07-26,1006.6,33.5,29.8,27.9,26,81,11,S,10,0
2020-07-27,1006.4,32.5,29.7,27.8,26.1,82,12,S,10,0
2020-07-28,1007.6,33.4,30,27.7,25.9,79,11.8,S,9,0
2020-07-29,1007.3,34,30,27.9,26.2,80,9.1,"E,SW",7,0
2020-07-30,1007,34.7,29.4,26.7,25.4,80,9.7,E,10,VST
2020-07-31,1004.2,28.8,27.1,24.4,25.2,90,0,NE,21,17.8
2020-08-01,1003.8,28.1,26.1,24.4,25.3,96,0,E,20,49.2
2020-08-02,1004.2,26.8,25.8,24.4,25.4,97,0,E,11,46.4
2020-08-03,1003.6,28.1,25.8,24.4,25.1,97,0.2,SSE,4,55.2
2020-08-04,1004.1,30.4,26.9,24.5,25.4,92,4.4,SSE,6,0.4
2020-08-05,1007.8,29.1,26.1,24.1,25.4,96,0.1,SSE,9,75.4
2020-08-06,1010,32.2,28,24.7,26.5,92,7.5,E,7,1.6
2020-08-07,1008.2,31,28.3,26.3,26.7,91,6.8,E,8,0
2020-08-08,1005.9,32.1,29,27,26.3,86,12,E,7,0
2020-08-09,1004.3,32.6,29,26.9,25.6,82,10.7,SSE,7,0
2020-08-10,1004.4,32.6,29.1,27.1,26,84,8,S,8,0
2020-08-11,1006.2,30.9,29,24.6,26.4,86,2.8,SSE,10,14.2
2020-08-12,1010.1,31.2,27,24.1,25.6,92,1.7,SSE,10,25
2020-08-13,1010.9,29.8,26.9,24.3,25.4,91,5,SSE,8,25.6
2020-08-14,1009.8,31.4,28.3,26.4,25.7,86,10.1,SSE,8,4
2020-08-15,1008.8,31.4,28.5,26.7,25,82,8.1,S,7,0
2020-08-16,1008.8,31.4,28.8,26.9,25.6,83,10.5,E,8,VST
2020-08-17,1008.6,29.4,27.3,25.5,25.4,89,2.6,E,8,7.8
2020-08-18,1006.7,30.6,26.4,24.4,25.2,93,1,NNE,12,14
2020-08-19,1003.5,27.1,25.2,23.7,24.8,97,0,SSE,25,114.4
2020-08-20,1009.3,30.6,28,26.1,26,90,9.1,E,9,0.2
2020-08-21,1009.3,32.8,28.5,26.2,25.9,86,9,SSE,6,0
2020-08-22,1008.5,32.8,28.9,26.2,25.5,83,10.9,SSE,6,0
2020-08-23,1007,33,29.2,26.4,25.8,83,11.1,SSW,6,0
2020-08-24,1005.3,35,29.7,27.2,25.9,81,10.5,SSW,8,0
2020-08-25,1003.8,34.4,30.1,28.2,26.1,80,8.4,SSW,9,0
2020-08-26,1002,33,28.9,25.5,25.9,84,8.3,SSW,9,0.2
2020-08-27,1000.8,31.5,27.3,25,25.5,90,0.4,SSW,6,8.4
2020-08-28,1002.9,33.8,29,26.1,26.1,85,5.8,NNE,6,0
2020-08-29,1004.6,33.4,29.7,26.4,25.8,80,10.4,S,6,0
2020-08-30,1005.6,34.1,29.7,27.1,25.8,80,8,ESE,6,0
2020-08-31,1006.6,33.6,29.2,27.1,25.8,82,6.4,"NNE,ESE",7,0
2020-09-01,1006,34.3,29.6,25.6,25.4,79,9.8,SW,8,2
2020-09-02,1006.6,34.9,29.4,25.8,25,78,6.2,SW,8,0
2020-09-03,1008.4,33.1,30,28,26.5,82,5.8,"S,SW",6,0
2020-09-04,1009,32.6,29.3,26.8,26.6,86,5.2,SSE,7,2.8
2020-09-05,1007.7,30.5,27.4,25.9,25.1,87,2.4,E,6,0.2
2020-09-06,1006.2,32.2,28.6,25.8,25.8,85,9.3,SSE,5,VST
2020-09-07,1007.4,31.4,28,26.5,25.9,88,3.4,SSE,6,1
2020-09-08,1010.8,27.9,26.4,23.9,25.6,95,0.4,ESE,6,31.8
2020-09-09,1010.1,31.9,27.4,24.2,25.7,90,1.5,SSE,5,20.2
2020-09-10,1007.2,32,28.1,26.5,25.3,85,3.6,SSW,6,0.4
2020-09-11,1008.4,32.2,28.6,25.8,25.1,82,4.5,S,7,2.2
2020-09-12,1011.2,32.3,27.9,25.1,25.2,86,4.4,NNE,8,4.6
2020-09-13,1011.6,32.3,28,25.3,24.8,83,8.6,NNE,9,VST
2020-09-14,1010.3,32.7,28.3,26.4,24.7,81,6.8,E,11,0
2020-09-15,1009,29.5,27.2,24.1,25.3,89,0.4,E,10,5
2020-09-16,1008.1,31.7,28.8,27.3,26.1,86,9.5,E,12,VST
2020-09-17,1007.1,29.9,27.6,25.8,25.8,90,3.4,E,16,23.2
2020-09-18,1009,29.1,27.3,25,25.5,90,0.3,"E,ENE",14,18
2020-09-19,1011.7,31,27.4,25.1,25.3,88,4.5,ESE,8,14.6
2020-09-20,1011.8,32,28,26.3,25.1,85,8.2,E,7,0
2020-09-21,1010.9,30.5,27.4,25,25.5,89,4.4,ESE,8,18.4
2020-09-22,1010.5,30.2,27.8,25.9,24.8,84,6.8,ESE,9,0
2020-09-23,1010.7,30.6,28.3,26.8,24.8,81,8.5,E,7,0.2
2020-09-24,1011,30,27,24.9,24.5,87,3.7,NNE,9,17.4
2020-09-25,1009.9,30.7,27.3,24.7,23.2,79,8.5,E,11,0
2020-09-26,1009.5,29,27.3,26.6,23.5,80,4.6,E,16,0
2020-09-27,1010.4,29,27.3,26.1,24,82,6,E,17,VST
2020-09-28,1010.6,26.9,25.6,24.3,24.4,93,0,E,9,90
2020-09-29,1008.6,27.2,26.1,25.3,24.6,92,0.6,E,9,3.6
2020-09-30,1007.5,31.6,27.2,24.3,25,88,6.9,E,6,38.8
2020-10-01,1009.5,26.9,25.8,24.6,22.8,83,0.2,E,16,7.6
2020-10-02,1010.9,28.8,26.7,25.5,22.2,76,6.6,E,14,0
2020-10-03,1011.5,29.5,27.2,25.6,23.2,79,9.2,E,10,0
2020-10-04,1010.3,32,27.8,25.9,23.4,78,9.3,SSW,7,0
2020-10-05,1011.3,30.5,26.9,24.8,23.7,83,2.7,E,12,3.6
2020-10-06,1013.9,27.2,25.2,23.6,21.5,80,0.4,NNE,17,1.4
2020-10-07,1015,25.5,23.7,22.3,19,75,0,NNE,21,0
2020-10-08,1015.5,26.5,23.7,22,18.1,71,5.4,NNE,20,0
2020-10-09,1015.2,28.2,24.2,21.8,17.9,68,7.6,N,15,0
2020-10-10,1013.1,29,24.9,22.4,18.5,68,9.5,NNE,12,0
2020-10-11,1010.6,30,25.9,23.3,21,75,8.8,NNE,10,0
2020-10-12,1008.9,30.2,27.2,24.4,21.7,73,9.9,NNE,12,0
2020-10-13,1009.4,26.8,24.5,23,22.5,88,0,NE,25,26.2
2020-10-14,1012.4,26.1,25,23.7,21.8,82,0,ENE,28,1.8
2020-10-15,1013.7,29.6,25.8,24.2,20.8,74,7.6,ENE,18,0
2020-10-16,1013.6,29.6,26,24.3,21.4,76,4.4,NNE,14,0
2020-10-17,1015,26.8,24.4,21.9,19.8,76,4,NNE,18,0.8
2020-10-18,1015.9,27.1,23.8,20.8,18.4,72,7.9,NNE,17,VST
2020-10-19,1016.3,26.3,23,20.6,17.5,71,4.3,NNE,19,VST
2020-10-20,1015.6,27.1,23.2,20.3,17.1,69,8,"N,NNE",16,0
2020-10-21,1012.7,26.3,22.6,19.6,15.8,66,9.1,N,18,0
2020-10-22,1010,26.4,23.1,20.7,15.6,62,8.2,N,22,0
2020-10-23,1011.8,24,22.4,20.5,12.1,52,1.7,NNE,23,0
2020-10-24,1014.1,23.6,22.2,19.5,12.8,56,0.1,NNE,18,0.4
2020-10-25,1015,27.5,23.3,21.2,17.5,70,5.8,E,11,0
2020-10-26,1013.8,27.8,23.8,21.8,19.6,78,9.6,E,11,0
2020-10-27,1013,29.3,24.4,21.8,19.9,77,9.3,"E,NNE",13,0
2020-10-28,1015.1,24.5,23.1,21.5,20.2,84,0,NNE,12,8.2
2020-10-29,1017.7,25.3,22.9,21.2,20.5,86,0.3,NNE,14,1.2
2020-10-30,1018.5,26.6,23.2,21.7,19.9,82,2.6,NNE,12,VST
2020-10-31,1017.9,25.8,22.2,20.7,17.7,76,3.1,E,11,VST
2020-11-01,1016.2,27,23.4,20.9,18.2,73,8.4,"NNE,ESE",6,0
2020-11-02,1015.7,27.9,23.9,20.8,18.1,71,8.4,N,13,0
2020-11-03,1017.3,26,22.6,19.8,16.7,70,4.6,NNE,14,VST
2020-11-04,1017.7,26.4,22.2,19.5,16.9,72,6.5,E,12,VST
2020-11-05,1017.9,26.3,22.4,19.9,16.4,70,9.6,E,10,0
2020-11-06,1016.4,28.7,24.1,19.8,17.6,68,9.2,NNE,8,0
2020-11-07,1016.2,29.1,25.4,22.4,16.3,58,9.5,N,13,0
2020-11-08,1017.4,27.8,24.7,22.8,15.9,59,5.3,NNE,17,0
2020-11-09,1018,27,23.2,21.3,13.1,54,7.4,NNE,16,0
2020-11-10,1019.4,23.7,22,21,13,58,0,NNE,13,0
2020-11-11,1021,25.6,22,20.4,14.4,64,6.8,NNE,12,0
2020-11-12,1019.2,26,21.4,18.6,14.1,65,9.8,NNE,12,0
2020-11-13,1017.2,25.7,22,19.3,13.5,60,0.9,NNE,14,VST
2020-11-14,1017.8,24.2,22,20.5,15.1,66,0.2,NNE,16,VST
2020-11-15,1019.4,26.1,21.9,20.1,18.4,81,2.3,NNE,10,0.4
2020-11-16,1018.2,28.4,23.1,20,19.1,79,9.6,NNE,8,0
2020-11-17,1015.6,25.3,23.2,21.4,19.6,81,4.5,E,13,VST
2020-11-18,1013.4,27.8,23.8,22.5,20.8,84,1.5,ESE,8,0
2020-11-19,1012.2,27.9,24.2,22.4,22.3,90,3.7,SSE,6,1
2020-11-20,1013,30.5,24.8,22.8,22.1,86,7.8,SSE,6,VST
2020-11-21,1014.8,23.5,22.7,22,21.4,92,0,E,13,0
2020-11-22,1017.5,29.5,24.2,21.8,21.2,84,7.7,NNE,8,0.2
