date, pm25, pm10, o3, no2, so2, co
2019/1/22, 152, 51, 37, 23, 2, 2
2019/1/23, 104, 45, 58, 18, 6, 3
2019/1/24, 105, 32, 56, 21, 3, 2
2019/1/25, 86, 41, 54, 26, 3, 3
2019/1/26, 105, 37, 55, 15, 3, 2
2019/1/27, 93, 32, 45, 16, 3, 2
2019/1/28, 72, 41, 44, 17, 3, 3
2019/1/29, 73, 37, 33, 16, 3, 4
2019/1/30, 68, 35, 39, 21, 3, 4
2019/1/31, 74, 21, 40, 9, 3, 6
2019/2/1, 76, 30, 44, 9, 3, 2
2019/2/2, 76, 31, 39, 9, 3, 3
2019/2/3, 63, 30, 43, 14, 3, 4
2019/2/4, 78, 33, 39, 6, 3, 5
2019/2/5, 80, 33, 36, 5, 3, 5
2019/2/6, 75, 15, 29, 5, 3, 5
2019/2/7, 68, 21, 32, 6, 7, 5
2019/2/8, 64, 27, 32, 4, 3, 2
2019/2/9, 63, 19, 31, 5, 3, 3
2019/2/10, 54, 23, 16, 7, 3, 7
2019/2/11, 63, 26, 33, 7, 3, 5
2019/2/12, 53, 26, 27, 18, 3, 4
2019/2/13, 60, 26, 34, 5, 3, 2
2019/2/14, 47, 21, 29, 8, 2, 3
2019/2/15, 48, 24, 32, 12, , 4
2019/2/16, 54, 16, 37, 5, , 5
2019/2/17, 50, 18, 31, 8, , 5
2019/2/18, 41, 19, 26, 12, , 5
2019/2/19, 44, 24, 21, 8, , 7
2019/2/20, 53, 24, 25, 10, , 7
2019/2/21, 70, 26, 46, 10, , 8
2019/2/22, 68, 23, 19, 15, , 7
2019/2/23, 68, 22, 16, 10, , 7
2019/2/24, 59, 37, 11, 14, , 6
2019/2/25, 79, 47, 38, 15, 4, 9
2019/2/26, 72, 34, 36, 22, 4, 8
2019/2/27, 78, 26, 34, 15, , 7
2019/2/28, 67, 25, 35, 9, , 8
2019/3/1, 62, 28, 38, 11, , 8
2019/3/2, 70, 24, 40, 15, , 8
2019/3/3, 66, 33, 40, 15, , 8
2019/3/4, 72, 27, 38, 7, , 9
2019/3/5, 55, 23, 20, 18, , 10
2019/3/6, 69, 13, 15, 14, , 8
2019/3/7, 49, 17, 40, 8, , 5
2019/3/8, 45, 22, 27, 20, , 7
2019/3/9, 59, 20, 18, 10, , 7
2019/3/10, 64, 37, 44, 12, , 4
2019/3/11, 90, 41, 52, 18, , 4
2019/3/12, 82, 56, 46, 21, 4, 4
2019/3/13, 99, 33, 40, 27, , 5
2019/3/14, 93, 45, 33, 16, , 4
2019/3/15, 100, 44, 47, 17, , 4
2019/3/16, 79, 46, 56, 11, , 5
2019/3/17, 89, 32, 49, 14, , 4
2019/3/18, 68, 24, 36, 8, , 5
2019/3/19, 69, 24, 32, 10, , 6
2019/3/20, 62, 11, 26, 5, , 6
2019/3/21, 49, 24, 18, 7, , 3
2019/3/22, 54, 15, 20, 14, , 5
2019/3/23, 57, 16, 25, 9, , 3
2019/3/24, 40, 32, 22, 21, , 5
2019/3/25, 67, 48, 42, 28, , 7
2019/3/26, 89, 31, 38, 16, , 4
2019/3/27, 68, 30, 29, 13, , 4
2019/3/28, 69, 15, 24, 4, , 5
2019/3/29, 52, 32, 32, 17, , 6
2019/3/30, 68, 34, 58, 9, , 5
2019/3/31, 81, 48, 46, 13, , 6
2018/10/1, 83, 38, 59, 8, , 6
2018/10/2, 83, 47, 52, 11, , 5
2018/10/3, 83, 37, 63, 10, , 4
2018/10/4, 94, 44, 74, 19, , 2
2018/10/5, 87, 42, 81, 22, , 1
2018/10/6, 84, 44, 87, 21, , 2
2018/10/7, 83, 32, 45, 18, , 1
2018/10/8, 79, 33, 37, 18, , 1
2018/10/9, 70, 36, 31, 20, , 4
2018/10/10, 100, 29, 32, 18, , 3
2018/10/11, 70, 37, 44, 21, , 2
2018/10/12, 85, 29, 35, 21, , 2
2018/10/13, 62, 28, 34, 16, , 1
2018/10/14, 54, 22, 30, 17, , 1
2018/10/15, 59, 25, 22, 24, , 7
2018/10/16, 72, 20, 14, 20, , 3
2018/10/17, 49, 18, 18, 21, , 2
2018/10/18, 57, 49, 43, 10, , 2
2018/10/19, 85, 38, 47, 8, , 2
2018/10/20, 71, 51, 51, 6, , 4
2018/10/21, 68, 34, 47, 7, , 4
2018/10/22, 63, 44, 55, 17, , 6
2018/10/23, 87, 39, 48, 11, , 4
2018/10/24, 71, 34, 55, 8, , 2
2018/10/25, 70, 42, 46, 13, , 3
2018/10/26, 86, 42, 92, 12, , 3
2018/10/27, 87, 42, 101, 15, , 2
2018/10/28, 75, 47, 86, 24, , 4
2018/10/29, 75, 35, 76, 23, 1, 4
2018/10/30, 80, 30, 104, 14, , 4
2018/10/31, 71, 52, 67, 12, 6, 6
2018/11/1, 92, 25, 44, 12, , 5
2018/11/2, 92, 35, 36, 19, , 5
2018/11/3, 49, 29, 27, 17, , 4
2018/11/4, 67, 29, 34, 12, , 4
2018/11/5, 63, 26, 32, 11, , 6
2018/11/6, 55, 31, 30, 11, , 5
2018/11/7, 68, 52, 48, 22, , 8
2018/11/8, 119, 34, 44, 19, , 2
2018/11/9, 71, 34, 32, 15, , 3
2018/11/10, 69, 27, 39, 9, , 1
2018/11/11, 70, 44, 78, 23, , 2
2018/11/12, 93, 39, 38, 18, , 4
2018/11/13, 76, 34, 41, 9, , 2
2018/11/14, 69, 40, 59, 10, , 1
2018/11/15, 71, 33, 37, 10, , 1
2018/11/16, 70, 37, 19, 22, , 7
2018/11/17, 77, 28, 36, 7, , 5
2018/11/18, 52, 46, 61, 19, , 11
2018/11/19, 90, 45, 39, 14, , 8
2018/11/20, 72, 42, 39, 14, , 5
2018/11/21, 75, 36, 52, 11, , 3
2018/11/22, 71, 51, 56, 14, , 3
2018/11/23, 107, 47, 35, 14, , 2
2018/11/24, 82, 32, 30, 8, , 2
2018/11/25, 90, 24, 31, 13, , 2
2018/11/26, 61, 49, 24, 18, , 3
2018/11/27, 105, 21, 19, 15, , 2
2018/11/28, 73, 50, 43, 16, , 2
2018/11/29, 110, 39, 49, 10, , 1
2018/11/30, 86, 41, 48, 13, , 2
2018/12/1, 84, 25, 44, 10, , 2
2018/12/2, 78, 31, 32, 13, , 2
2018/12/3, 74, 30, 24, 17, , 3
2018/12/4, 68, 37, 32, 17, , 4
2018/12/5, 80, 35, 33, 15, , 4
2018/12/6, 71, 48, 23, 17, , 8
2018/12/7, 84, 30, 13, 9, , 7
2018/12/8, 64, 24, 6, 7, , 7
2018/12/9, 69, 28, 7, 12, , 8
2018/12/10, 66, 30, 17, 10, , 7
2018/12/11, 78, 29, 11, 10, , 6
2018/12/12, 69, 42, 15, 9, , 5
2018/12/13, 106, 36, 19, 13, , 5
2018/12/14, 87, 40, 10, 25, 1, 5
2018/12/15, 85, 35, 16, 20, 1, 6
2018/12/16, 96, 36, 50, 13, 1, 6
2018/12/17, 86, 50, 47, 29, 1, 8
2018/12/18, 95, 47, 42, 23, , 6
2018/12/19, 76, 27, 47, 6, , 7
2018/12/20, 75, 23, 30, 12, , 5
2018/12/21, 64, 34, 52, 13, , 3
2018/12/22, 92, 34, 28, 16, , 4
2018/12/23, 80, 28, 18, 15, , 4
2018/12/24, 68, 54, 16, 20, , 4
2018/12/25, 82, 47, 50, 27, , 6
2018/12/26, 85, 37, 52, 22, , 3
2018/12/27, 87, 38, 37, 14, , 3
2018/12/28, 83, 28, 15, 8, , 3
2018/12/29, 66, 47, 17, 12, , 6
2018/12/30, 112, , , , , 
2018/9/24, 35, 16, 15, 5, , 1
2018/9/25, 62, 24, 33, 2, , 1
2018/9/26, 59, 27, 29, 4, , 2
2018/9/27, 74, 24, 27, 5, , 2
2018/9/28, 96, 41, 37, 11, , 3
2018/9/29, 87, 41, 60, 10, , 4
2018/9/30, 73, 33, 69, 8, , 4
2018/4/1, 68, 28, 42, 7, , 2
2018/4/2, 68, 17, 29, 5, , 2
2018/4/3, 66, 38, 27, 8, , 3
2018/4/4, 71, 20, 28, 3, , 3
2018/4/5, 51, 45, 21, 9, , 5
2018/4/6, 73, 80, 38, 10, , 2
2018/4/7, 111, 48, 57, 10, , 
2018/4/8, 91, 45, 52, 16, , 
2018/4/9, 80, 38, 44, 10, , 3
2018/4/10, 60, 26, 30, 8, , 2
2018/4/11, 63, 14, 20, 5, 3, 3
2018/4/12, 45, 19, 19, 5, , 1
2018/4/13, 51, 13, 19, 4, , 
2018/4/14, 42, 21, 18, 13, , 5
2018/4/15, 68, 21, 18, 15, , 3
2018/4/16, 74, 37, 29, 15, 1, 4
2018/4/17, 78, 43, 58, 12, , 4
2018/4/18, 76, 27, 56, 12, , 1
2018/4/19, 70, 42, 47, 12, , 1
2018/4/20, 67, 43, 38, 11, , 1
2018/4/21, 73, 37, 25, 13, , 1
2018/4/22, 79, 17, 21, 6, , 1
2018/4/23, 38, 16, 18, 13, , 4
2018/4/24, 60, 34, 17, 23, , 4
2018/4/25, 84, 39, 43, 21, , 2
2018/4/26, 81, 37, 35, 28, , 4
2018/4/27, 84, 42, 45, 13, , 4
2018/4/28, 68, 36, 41, 10, , 5
2018/4/29, 76, 33, 28, 11, , 
2018/4/30, 61, 19, 21, 4, , 4
2018/5/1, 100, 17, 19, 2, , 
2018/5/2, 72, 45, 59, 14, , 6
2018/5/3, 133, 23, 50, 9, , 5
2018/5/4, 77, 50, 45, 9, , 3
2018/5/5, 14, 17, 22, 6, , 3
2018/1/13, 83, 32, 39, 16, 4, 2
2018/1/14, 72, 37, 41, 11, 4, 1
2018/1/15, 89, 32, 41, 25, 4, 2
2018/1/16, 93, 73, 36, 26, 4, 2
2018/1/17, 156, 52, 45, 34, 4, 6
2018/1/18, 140, 28, 43, 30, 6, 1
2018/1/19, 93, 37, 29, 21, 3, 2
2018/1/20, 78, 41, 39, 16, 3, 3
2018/1/21, 106, 71, 43, 12, 3, 5
2018/1/22, 140, 46, 52, 34, 3, 6
2018/1/23, 95, 45, 48, 14, 2, 3
2018/1/24, 84, 29, 39, 5, 1, 2
2018/1/25, 72, 47, 41, 9, , 2
2018/1/26, 97, 37, 29, 22, , 5
2018/1/27, 75, 43, 24, 17, , 2
2018/1/28, 109, 23, 13, 20, , 5
2018/1/29, 64, 36, 11, 9, , 3
2018/1/30, 106, 17, 10, 12, , 3
2018/1/31, 60, 53, 14, 13, , 4
2018/2/1, 128, 35, 31, 18, , 4
2018/2/2, 113, 33, 25, 15, , 4
2018/2/3, 99, 45, 33, 16, 1, 3
2018/2/4, 123, 33, 36, 15, 1, 4
2018/2/5, 95, 26, 35, 14, 1, 3
2018/2/6, 98, 36, 40, 18, 1, 2
2018/2/7, 114, 35, 29, 28, 1, 3
2018/2/8, 101, 34, 31, 17, 2, 2
2018/2/9, 88, 51, 34, 34, , 3
2018/2/10, 126, 45, 33, 30, , 5
2018/2/11, 130, 35, 46, 11, , 4
2018/2/12, 107, 56, 43, 16, , 2
2018/2/13, 95, 33, 47, 12, , 3
2018/2/14, 82, 21, 46, 12, , 3
2018/2/15, 75, 24, 44, 15, , 3
2018/2/16, 91, 33, 40, 11, , 4
2018/2/17, 91, 28, 36, 7, , 5
2018/2/18, 76, 28, 34, 9, , 3
2018/2/19, 73, 19, 26, 11, , 3
2018/2/20, 73, 26, 25, 10, , 5
2018/2/21, 66, 10, 30, 8, , 4
2018/2/22, 44, 17, 28, 7, , 6
2018/2/23, 48, 33, 14, 9, , 6
2018/2/24, 72, 29, 24, 21, , 6
2018/2/25, 86, 31, 19, 17, , 8
2018/2/26, 62, 36, 29, 9, , 4
2018/2/27, 72, 32, 32, 16, , 3
2018/2/28, 64, 27, 33, 19, , 4
2018/3/1, 69, 36, 28, 12, , 6
2018/3/2, 83, 41, 40, 15, , 5
2018/3/3, 95, 27, 30, 16, , 5
2018/3/4, 65, 24, 20, 8, , 4
2018/3/5, 56, 38, 11, 10, , 4
2018/3/6, 66, 43, 38, 15, , 5
2018/3/7, 65, 15, 34, 22, , 4
2018/3/8, 56, 36, 14, 16, , 7
2018/3/9, 73, 44, 60, 13, , 4
2018/3/10, 73, 21, 49, 13, , 3
2018/3/11, 60, 31, 43, 7, , 3
2018/3/12, 68, 37, 38, 19, , 4
2018/3/13, 76, 16, 39, 17, , 
2018/3/14, 65, 33, 30, 16, , 1
2018/3/15, 79, 32, 20, 29, , 3
2018/3/16, 72, 67, 33, 14, , 3
2018/3/17, 85, 42, 39, 11, , 4
2018/3/18, 68, 39, 37, 13, , 5
2018/3/19, 75, 26, 25, 16, , 4
2018/3/20, 61, 34, 44, 10, , 5
2018/3/21, 73, 34, 72, 12, , 3
2018/3/22, 79, 44, 44, 16, , 3
2018/3/23, 67, 55, 53, 15, , 3
2018/3/24, 86, 38, 45, 18, , 4
2018/3/25, 65, 42, 46, 14, , 3
2018/3/26, 83, 37, 43, 22, , 3
2018/3/27, 79, 40, 45, 17, , 5
2018/3/28, 72, 38, 52, 14, , 4
2018/3/29, 69, 44, 40, 14, , 3
2018/3/30, 90, 33, 41, 11, , 2
2018/3/31, 54, 31, 39, 7, , 1
2021/2/28, , 40, 27, 7, 3, 7
2021/1/18, , 64, 35, 21, 3, 2
2020/1/3, , 39, 50, 12, , 1
2018/12/31, , 29, 19, 12, , 6
2018/7/1, , 13, 24, , , 2
2018/7/2, , 20, 23, 1, 2, 1
2018/7/3, , 22, 24, , 2, 
2018/7/4, , 23, 23, , , 1
2018/7/5, , 19, 21, 1, 1, 2
2018/7/6, , 17, 22, , , 1
2018/7/7, , 15, 19, , , 1
2018/7/8, , 13, 15, 3, , 1
2018/7/9, , 19, 15, 5, , 1
2018/7/10, , 19, 25, 5, , 
2018/7/11, , 19, 26, , , 
2018/7/12, , 17, 20, 7, , 1
2018/7/13, , 11, 16, 7, , 3
2018/7/14, , 12, 16, 3, , 1
2018/7/15, , 19, 14, 4, , 1
2018/7/16, , 26, 15, 8, , 2
2018/7/17, , 32, 61, 15, , 2
2018/7/18, , 32, 14, 5, , 1
2018/7/19, , 21, 15, 6, 12, 1
2018/7/20, , 23, 20, 9, , 1
2018/7/21, , 15, 26, 9, 7, 2
2018/7/22, , 11, 16, 4, , 1
2018/7/23, , 18, 22, 5, , 1
2018/7/24, , 27, 24, 2, , 1
2018/7/25, , 24, 21, 3, , 1
2018/7/26, , 17, 18, 4, , 1
2018/7/27, , 21, 16, 5, , 1
2018/7/28, , 13, 19, 6, , 1
2018/7/29, , 9, 20, 3, , 1
2018/7/30, , 13, 20, 2, , 
2018/7/31, , 16, 20, 3, , 1
2018/8/1, , 21, 27, 4, , 1
2018/8/2, , 14, 26, 3, , 1
2018/8/3, , 13, 21, 3, , 1
2018/8/4, , 14, 23, 2, , 1
2018/8/5, , 16, 25, 2, , 1
2018/8/6, , 22, 27, 6, , 1
2018/8/7, , 26, 36, 9, , 1
2018/8/8, , 35, 37, 14, , 
2018/8/9, , 31, 22, 6, , 2
2018/8/10, , 21, 19, 7, , 2
2018/8/11, , 17, 28, 5, , 1
2018/8/12, , 12, 26, 2, , 2
2018/8/13, , 16, 24, 5, , 2
2018/8/14, , 16, 34, 4, , 1
2018/8/15, , 19, 36, 3, , 1
2018/8/16, , 20, 26, 5, , 3
2018/8/17, , 13, 20, 7, , 4
2018/8/18, , 15, 21, 2, , 4
2018/8/19, , 15, 26, 5, , 5
2018/8/20, , 11, , 9, , 4
2018/8/21, , 33, 66, 12, , 
2018/8/22, , 37, 58, 12, , 3
2018/8/23, , 29, 34, 9, , 3
2018/8/24, , 41, 62, 11, , 5
2018/8/25, , 44, 44, 8, , 5
2018/8/26, , 39, 98, 12, , 5
2018/8/27, , 21, 42, 7, , 6
2018/8/28, , 22, 33, 4, , 4
2018/8/29, , 15, 21, 2, , 3
2018/8/30, , 31, 22, 1, 2, 3
2018/8/31, , 24, 17, , , 3
2018/9/1, , 14, 14, 3, , 3
2018/9/2, , 9, 15, 4, , 3
2018/9/3, , 13, 15, 4, , 6
2018/9/4, , 18, 23, 3, , 3
2018/9/5, , 22, 34, 4, , 3
2018/9/6, , 27, 28, 4, , 3
2018/9/7, , 18, 18, 5, , 3
2018/9/8, , 35, 42, 16, , 4
2018/9/9, , 38, 21, 10, , 2
2018/9/10, , 28, 35, 18, , 3
2018/9/11, , 52, 74, 21, , 5
2018/9/12, , 35, 26, 8, , 5
2018/9/13, , 29, 20, 7, , 3
2018/9/14, , 29, 32, 9, , 2
2018/9/15, , 29, 40, 10, , 1
2018/9/16, , 33, 17, 1, , 2
2018/9/17, , 24, 18, 1, , 1
2018/9/18, , 19, 13, 4, , 1
2018/9/19, , 25, 24, 9, , 1
2018/9/20, , 15, 16, 11, , 1
2018/9/21, , 15, 13, 7, , 1
2018/9/22, , 25, 13, 4, , 1
2018/9/23, , 14, 10, 3, , 1
2018/5/6, , 15, 17, 4, , 2
2018/5/7, , 16, 23, 17, , 4
2018/5/8, , 30, 44, 10, , 4
2018/5/9, , 52, 47, 7, , 4
2018/5/10, , 51, 37, 9, , 3
2018/5/11, , 32, 28, 8, , 3
2018/5/12, , 13, 23, 1, , 
2018/5/13, , 13, 20, 1, , 
2018/5/14, , 10, 20, 1, , 
2018/5/15, , 12, 20, 2, , 4
2018/5/16, , 10, 18, 1, , 4
2018/5/17, , 10, 19, 1, , 3
2018/5/18, , 9, 18, 1, , 3
2018/5/19, , 13, 19, 1, , 3
2018/5/20, , 14, 20, 2, , 4
2018/5/21, , 11, 20, 2, , 3
2018/5/22, , 20, 35, 4, , 3
2018/5/23, , 14, 23, 3, , 3
2018/5/24, , 9, 21, 1, , 2
2018/5/25, , 10, 18, 1, , 3
2018/5/26, , 14, 19, 2, 1, 4
2018/5/27, , 31, 40, 12, , 4
2018/5/28, , 23, 38, 6, , 4
2018/5/29, , 16, 19, 1, , 2
2018/5/30, , 10, 19, 1, 1, 2
2018/5/31, , 21, 27, 4, , 1
2018/6/1, , 35, 42, 7, , 1
2018/6/2, , 31, 51, 1, , 1
2018/6/3, , 22, 26, 8, , 1
2018/6/4, , 14, 24, 5, , 2
2018/6/5, , 14, 22, 7, 1, 2
2018/6/6, , 18, 28, 2, , 2
2018/6/7, , 16, 31, , , 1
2018/6/8, , 18, 34, 7, 1, 2
2018/6/9, , 37, 75, 14, , 4
2018/6/10, , 37, 85, 12, , 5
2018/6/11, , 22, 56, 4, , 3
2018/6/12, , 14, 27, 6, , 5
2018/6/13, , 29, 90, 10, , 5
2018/6/14, , 20, 86, 6, , 3
2018/6/15, , 27, 53, 6, , 3
2018/6/16, , 28, 47, 3, , 4
2018/6/17, , 13, 37, , , 4
2018/6/18, , 15, 22, 1, , 3
2018/6/19, , 16, 23, , , 3
2018/6/20, , 23, 21, 3, 2, 3
2018/6/21, , 14, 18, 3, 4, 3
2018/6/22, , 19, 19, 5, 1, 3
2018/6/23, , 18, 20, , , 
2018/6/24, , 13, 18, 2, , 
2018/6/25, , 18, 15, 2, , 4
2018/6/26, , 13, 15, 1, , 4
2018/6/27, , 28, 19, 2, , 3
2018/6/28, , 16, 20, 2, , 2
2018/6/29, , 11, 21, 1, , 1
2018/6/30, , 13, 26, , 1, 2
2018/1/12, , 40, 32, 11, 4, 1
